2017,SD CHAPTER OF ASHRAE,KASEY ABBOTT,0
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,40.00
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,26.67
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,40.00
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,80.00
2013,GENTRY FINANCE,PAUL BACHAND,0
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0
2013,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0
2013,GENTRY FINANCE,PAUL BACHAND,40.00
2013,GENTRY FINANCE,PAUL BACHAND,75.00
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,40.00
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,75.00
2013,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,40.00
2012,GENTRY FINANCE,PAUL BACHAND,0
2012,SD YMCA OF THE U.S.A. ALLIANCE,PAUL BACHAND,0
2012,"STATE'S ATTORNEYS ASSN, SD",PAUL BACHAND,0
2012,GENTRY FINANCE,PAUL BACHAND,0
2012,SD YMCA OF THE U.S.A. ALLIANCE,PAUL BACHAND,0
2012,"STATE'S ATTORNEYS ASSN, SD",PAUL BACHAND,0
2012,GENTRY FINANCE,PAUL BACHAND,0
2012,SD YMCA OF THE U.S.A. ALLIANCE,PAUL BACHAND,0
2012,"STATE'S ATTORNEYS ASSN, SD",PAUL BACHAND,0
2012,ASSOCIATED SCHOOL BOARDS OF SOUTH DAKOTA,BRIAN AUST,0
2017,SOUTH DAKOTA WHEAT INCORPORATED ,CAREN ASSMAN,0
2014,SOUTH DAKOTA HIGH SCHOOL ACTIVITIES ASSOCIATION,JO AUCH,0
2014,SOUTH DAKOTA HIGH SCHOOL ACTIVITIES ASSOCIATION,JO AUCH,0.00
2016,SOUTH DAKOTA WHEAT INCORPORATED ,CAREN ASSMAN,0
2016,SOUTH DAKOTA WHEAT INCORPORATED ,CAREN ASSMAN,0.00
2013,GENTRY FINANCE,PAUL BACHAND,0
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0
2013,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0
2013,GENTRY FINANCE,PAUL BACHAND,40.00
2013,GENTRY FINANCE,PAUL BACHAND,75.00
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,40.00
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,75.00
2013,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,40.00
2015,SOUTH DAKOTA WHEAT INCORPORATED ,CAREN ASSMAN,0
2015,SOUTH DAKOTA WHEAT INCORPORATED ,CAREN ASSMAN,0.00
2014,SD WHEAT INC,CAREN ASSMAN,0
2014,SD WHEAT INC,CAREN ASSMAN,415.84
2016,AMERICAN INSURANCE ASSOCIATION,PAUL BACHAND,0
2016,GENTRY FINANCE,PAUL BACHAND,0
2016,SOUTH DAKOTA ACADEMY OF PHYSICIAN ASSISTANTS,PAUL BACHAND,0
2016,SOUTH DAKOTA DENTAL HYGIENISTS ASSOCIATION ,PAUL BACHAND,0
2016,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0
2016,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0
2016,AMERICAN INSURANCE ASSOCIATION,PAUL BACHAND,0.00
2016,GENTRY FINANCE,PAUL BACHAND,0.00
2016,SOUTH DAKOTA ACADEMY OF PHYSICIAN ASSISTANTS,PAUL BACHAND,0.00
2016,SOUTH DAKOTA DENTAL HYGIENISTS ASSOCIATION ,PAUL BACHAND,0.00
2016,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0.00
2016,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0.00
2015,SOUTH DAKOTA WHEAT,BRIDGER ASSMAN,0
2015,SOUTH DAKOTA WHEAT,BRIDGER ASSMAN,0.00
2014,ALZHEIMER'S ASSOCIATION SOUTH DAKOTA CHAPTER,JANE ASPAAS,0
2014,ALZHEIMER'S ASSOCIATION SOUTH DAKOTA CHAPTER,JANE ASPAAS,0.00
2015,SOUTH DAKOTA HOME BUILDERS ASSOCIATION,DAVID ASBRIDGE,0
2015,SOUTH DAKOTA HOME BUILDERS ASSOCIATION,DAVID ASBRIDGE,0.00
2013,SOUTH DAKOTA EDUCATION ASSOCIATION,SANDY ARSENEAULT,0
2013,SOUTH DAKOTA EDUCATION ASSOCIATION,SANDY ARSENEAULT,0.00
2013,GENTRY FINANCE,PAUL BACHAND,0
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0
2013,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0
2013,GENTRY FINANCE,PAUL BACHAND,40.00
2013,GENTRY FINANCE,PAUL BACHAND,75.00
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,40.00
2013,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,75.00
2013,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,40.00
2012,SDEA,SANDY ARSENEAULT,0
2014,GENTRY FINANCE,PAUL BACHAND,0
2014,SOUTH DAKOTA DENTAL HYGIENISTS' ASSOCIATION,PAUL BACHAND,0
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0
2014,GENTRY FINANCE,PAUL BACHAND,40.00
2014,SOUTH DAKOTA DENTAL HYGIENISTS' ASSOCIATION,PAUL BACHAND,40.00
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,40.00
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,26.67
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,40.00
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,80.00
2015,INDIVIOR PLC,ELIZABETH  ARIANO,0
2015,INDIVIOR PLC,ELIZABETH  ARIANO,0.00
2012,VERIZON,DAVID ARMEY,0
2017,AMERICAN FINANCIAL SERVICES ASSOCIATION,DANIELLE ARLOWE,0
2015,SOUTH DAKOTA LIONS EYE & TISSUE BANK,MATTHEW ARNETT,0
2015,SOUTH DAKOTA LIONS EYE & TISSUE BANK,MATTHEW ARNETT,0.00
2016,INDIVIOR INC.,ELIZABETH  ARIANO,0
2016,INDIVIOR INC.,ELIZABETH  ARIANO,0.00
2016,NURSE PRACTITIONER ASSOCIATION OF SOUTH DAKOTA ,ROBIN ARENDS,0
2016,NURSE PRACTITIONER ASSOCIATION OF SOUTH DAKOTA ,ROBIN ARENDS,0.00
2014,GENTRY FINANCE,PAUL BACHAND,0
2014,SOUTH DAKOTA DENTAL HYGIENISTS' ASSOCIATION,PAUL BACHAND,0
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,0
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,0
2014,GENTRY FINANCE,PAUL BACHAND,40.00
2014,SOUTH DAKOTA DENTAL HYGIENISTS' ASSOCIATION,PAUL BACHAND,40.00
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,40.00
2014,SOUTH DAKOTA STATE'S ATTORNEYS ASSOCIATION,PAUL BACHAND,26.67
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,40.00
2014,SOUTH DAKOTA YMCA OF THE U.S.A ALLIANCE ,PAUL BACHAND,80.00
2014,SOUTH DAKOTA EDUCATION ASSOCIATION,SANDY ARSENEAULT,0
2014,SOUTH DAKOTA EDUCATION ASSOCIATION,SANDY ARSENEAULT,0.00
2012,INDEPENDENT INSURANCE AGENTS OF SD,JERRY DIAMOND,0
2013,INDEPENDENT INSURANCE AGENTS OF SOUTH DAKOTA,JERRY DIAMOND,0
2013,INDEPENDENT INSURANCE AGENTS OF SOUTH DAKOTA,JERRY DIAMOND,0.00
2012,BLACK HILLS VISION,MICHAEL DERBY,0
2013,FIRST NATIONAL BANK,MICHAEL DENTON,0
2013,FIRST NATIONAL BANK,MICHAEL DENTON,0.00
2015,SOUTH DAKOTA BUDGET & POLICY INSTITUTE,PAUL DENNERT,0
2015,SOUTH DAKOTA BUDGET & POLICY INSTITUTE,PAUL DENNERT,229.50
2013,IMPACT SCHOOLS OF SOUTH DAKOTA,MARK DEVRIES,0
2013,IMPACT SCHOOLS OF SOUTH DAKOTA,MARK DEVRIES,0.00
2015,INDEPENDENT INSURANCE AGENTS OF SOUTH DAKOTA,JERRY DIAMOND,0
2015,INDEPENDENT INSURANCE AGENTS OF SOUTH DAKOTA,JERRY DIAMOND,25.00
2014,INDEPENDENT INSURANCE AGENTS OF SOUTH DAKOTA,JERRY DIAMOND,0
2014,INDEPENDENT INSURANCE AGENTS OF SOUTH DAKOTA,JERRY DIAMOND,0.00
2014,SOUTH DAKOTA FARMERS UNION,PAUL DENNERT,0
2014,SOUTH DAKOTA FARMERS UNION,PAUL DENNERT,0.00
2017,SD BUDGET & POLICY INSTITUTE,PAUL DENNERT,0
2012,SOUTH DAKOTA OCCUPATIONAL THERAPISTS,MICHAEL DEMERSSEMAN,0
2017,NURSE PRACTITIONER ASSOCIATION OF SOUTH DAKOTA,ROBIN ARENDS,0
2012,"REDFIELD ENERGY, LLC",DOUG DEITER,0
2017,PFIZER INC.,JAMES DEMAY,0
2016,SD BUDGET & POLICY INSTITUTE,H. PAUL DENNERT,0
2016,SD BUDGET & POLICY INSTITUTE,H. PAUL DENNERT,229.50
2016,SD BUDGET & POLICY INSTITUTE,H. PAUL DENNERT,648.88
2015,SOUTH DAKOTA ENTERTAINMENT ASSOCIATION,KROGMAN DEAN,0
2015,SOUTH DAKOTA ENTERTAINMENT ASSOCIATION,KROGMAN DEAN,0.00
2013,HARDING COUNTY,MATT DEBOW,0
2013,HARDING COUNTY,MATT DEBOW,37.74
2016,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,0
2016,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,180.00
2016,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,10.00
2016,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,40.00
2012,SD CHAMBER OF COMMERCE & INDUSTRY,JASPER DESLAURIERS,0
2012,SD CHAMBER OF COMMERCE & INDUSTRY,JASPER DESLAURIERS,0.00
2015,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,0
2015,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,40.00
2015,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,10.00
2015,SOUTH DAKOTA FARMERS UNION,PAUL DENNERT,0
2015,SOUTH DAKOTA FARMERS UNION,PAUL DENNERT,0.00
2014,SD ASSN OF CONSERVATION DISTRICTS ,TINA DEHAAI,0
2014,SD ASSN OF CONSERVATION DISTRICTS ,TINA DEHAAI,0.00
2012,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,0
2012,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,112.50
2012,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,45.00
2012,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,134.29
2012,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,385.00
2012,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,310.00
2013,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,0
2013,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,112.50
2013,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,310.00
2013,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,49.00
2013,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,40.00
2013,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,385.00
2013,SOUTH DAKOTA OCCUPATIONAL THERAPY ASSOCIATION,MICHAEL DEMERSSEMAN,0
2017,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,0
2017,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,0
2016,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,0
2016,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,19514.02
2013,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,0
2013,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,14752.89
2014,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,0
2014,SOUTH DAKOTA HEALTH CARE ASSOCIATION ,MARK DEAK,17100.31
2012,SOUTH DAKOTA HEALTH CARE ASSOCIATION,MARK DEAK,0
2014,SOUTH DAKOTA NURSES ASSOCIATION,RACHEL DAY,0
2014,SOUTH DAKOTA PSYCHOLOGICAL ASSOCIATION,RACHEL DAY,0
2014,SOUTH DAKOTA PSYCHOLOGICAL ASSOCIATION,RACHEL DAY,0.00
2014,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,0
2014,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,40.00
2014,SOUTH DAKOTA TELECOMMUNICATIONS ASSOCIATION,GREG DEAN,10.00
2015,SOUTH DAKOTA HEALTH CARE ASSOCIATION,MARK DEAK,0
2015,SOUTH DAKOTA HEALTH CARE ASSOCIATION,MARK DEAK,16569.40
2014,CITY OF RAPID CITY,TERRI DAVIS,0
2014,CITY OF RAPID CITY,TERRI DAVIS,0.00
2013,SOUTH DAKOTA NURSES ASSOCIATION,RACHEL DAY,0
2013,SOUTH DAKOTA NURSES ASSOCIATION,RACHEL DAY,0.00
2014,SOUTH DAKOTA NURSES ASSOCIATION,RACHEL DAY,0
2014,SOUTH DAKOTA PSYCHOLOGICAL ASSOCIATION,RACHEL DAY,0
2014,SOUTH DAKOTA PSYCHOLOGICAL ASSOCIATION,RACHEL DAY,0.00
2012,WELLMARK BLUE CROSS & BLUE SHIELD OF SOUTH DAKOTA,PHILIP DAVIS,0
2012,WELLMARK BLUE CROSS BLUE SHIELD OF SD,PHILIP DAVIS,0
2014,WELLMARK BLUE CROSS & BLUE SHIELD OF SOUTH DAKOTA,PHILIP DAVIS,0
2014,WELLMARK BLUE CROSS & BLUE SHIELD OF SOUTH DAKOTA,PHILIP DAVIS,0.00
2017,"SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS, INC.",DENNIS  DAVIS,0
2012,WELLMARK BLUE CROSS & BLUE SHIELD OF SOUTH DAKOTA,PHILIP DAVIS,0
2012,WELLMARK BLUE CROSS BLUE SHIELD OF SD,PHILIP DAVIS,0
2016,SOUTH DAKOTANS OPPOSED TO THE DEATH PENALTY,DENNIS DAVIS,0
2016,SOUTH DAKOTANS OPPOSED TO THE DEATH PENALTY,DENNIS DAVIS,0.00
2015,SOUTH DAKOTA NURSES ASSOCIATION,RACHEL DAY,0
2015,SOUTH DAKOTA NURSES ASSOCIATION,RACHEL DAY,0.00
2017,SOUTH DAKOTANS OPPOSED TO THE DEATH PENALTY,DENNIS DAVIS,0
2015,SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS INC,DENNIS DAVIS,0
2015,SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS INC,DENNIS DAVIS,0.00
2014,"SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS, INC",DENNIS DAVIS,0
2014,"SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS, INC",DENNIS DAVIS,0.00
2013,"SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS, INC",DENNIS DAVIS,0
2013,"SOUTH DAKOTA ASSOCIATION OF RURAL WATER SYSTEMS, INC",DENNIS DAVIS,0.00
2013,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,0
2013,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,0.00
2013,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,426.14
2013,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,360.00
2013,WELLMARK BLUE CROSS & BLUE SHIELD OF SOUTH DAKOTA,PHILIP DAVIS,0
2013,WELLMARK BLUE CROSS & BLUE SHIELD OF SOUTH DAKOTA,PHILIP DAVIS,0.00
2014,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,0
2014,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,963.05
2014,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,967.05
2014,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,525.00
2014,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,419.05
2015,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,0
2015,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,599.50
2015,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,210.00
2015,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,1265.11
2015,SOUTH DAKOTANS FOR AN ALTERNATIVE TO THE DEATH PENALTY,DENNIS DAVIS,270.00
2013,TEACH FOR AMERICA,JAMES CURRAN,0
2015,TEACH FOR AMERICA,JAMES CURRAN,0
2015,TEACH FOR AMERICA,JAMES CURRAN,0.00
2014,TEACH FOR AMERICA,JAMES CURRAN,0
2014,TEACH FOR AMERICA,JAMES CURRAN,0.00
2013,CITY OF RAPID CITY,JASON CULBERSON,0
2013,CITY OF RAPID CITY,JASON CULBERSON,0.00
2012,TEACH FOR AMERICA,JAMES CURRAN,0
2014,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0
2014,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0.00
2017,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0
2016,TEACH FOR AMERICA,JAMES CURRAN,0
2016,TEACH FOR AMERICA,JAMES CURRAN,0.00
2016,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0
2016,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,253.81
2016,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,61.95
2015,"AGC OF SOUTH DAKOTA PIERRE, SD",TOBY CROW,0
2015,"AGC OF SOUTH DAKOTA PIERRE, SD",TOBY CROW,0.00
2014,AGC OF SD,TOBY CROW,0
2014,SD LICA,TOBY CROW,0
2014,AGC OF SD,TOBY CROW,40.00
2014,SD LICA,TOBY CROW,40.00
2012,"SD ASSOCIATION OF RURAL WATER SYSTEMS, INC.",DENNIS DAVIS,0
2015,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0
2015,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,210.00
2015,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,62.00
2014,AGC OF SD,TOBY CROW,0
2014,SD LICA,TOBY CROW,0
2014,AGC OF SD,TOBY CROW,40.00
2014,SD LICA,TOBY CROW,40.00
2013,AGC OF SOUTH DAKOTA,TOBY CROW,0
2013,SD LICA,TOBY CROW,0
2013,AGC OF SOUTH DAKOTA,TOBY CROW,0.00
2013,SD LICA,TOBY CROW,0.00
2012,ASSOCIATED GENERAL CONTRACTORS OF SD,TOBY CROW,0
2012,"LAND IMPROVEMENT CONTRACTORS ASSN, SD",TOBY CROW,0
2013,SIOUX FALLS SPECIALTY HOSPITAL,JON  CROW,0
2013,SIOUX FALLS SPECIALTY HOSPITAL,JON  CROW,50.00
2013,SIOUX FALLS SPECIALTY HOSPITAL,JON  CROW,28.00
2013,SIOUX FALLS SPECIALTY HOSPITAL,JON  CROW,24.22
2013,SIOUX FALLS SPECIALTY HOSPITAL,JON  CROW,44.00
2013,SIOUX FALLS SPECIALTY HOSPITAL,JON  CROW,55.00
2012,ASSOCIATED GENERAL CONTRACTORS OF SD,TOBY CROW,0
2012,"LAND IMPROVEMENT CONTRACTORS ASSN, SD",TOBY CROW,0
2016,SD ASSOCIATION OF RURAL WATER SYSTEMS INC.,DENNIS DAVIS,0
2016,SD ASSOCIATION OF RURAL WATER SYSTEMS INC.,DENNIS DAVIS,0.00
2015,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NATIONAL BASKETBALL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NFL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NHL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NATIONAL BASKETBALL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NFL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NHL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NATIONAL BASKETBALL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NFL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NHL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NATIONAL BASKETBALL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NFL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NHL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NATIONAL BASKETBALL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NFL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,NHL PLAYERS ASSOCIATION,KEVIN GOERING,0
2015,MAJOR LEAGUE BASEBALL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NATIONAL BASKETBALL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NFL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,NHL PLAYERS ASSOCIATION,KEVIN GOERING,0.00
2015,SUSAN G KOMEN SOUTH DAKOTA,ROD GOEMAN,0
2015,SUSAN G KOMEN SOUTH DAKOTA,ROD GOEMAN,60.00
2015,SUSAN G KOMEN SOUTH DAKOTA,ROD GOEMAN,60.00
2015,SUSAN G KOMEN SOUTH DAKOTA,ROD GOEMAN,60.00
2015,SUSAN G KOMEN SOUTH DAKOTA,ROD GOEMAN,60.00
2013,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0
2013,SOUTH DAKOTA HEAD START ASSOCIATION,KATHY CRUSE,0.00
2014,SELF-EMPLOYED,JOYCE GLYNN,0
2014,SELF-EMPLOYED,JOYCE GLYNN,10.00
2013,SELF-EMPLOYED,JOYCE GLYNN,0
2013,SELF-EMPLOYED,JOYCE GLYNN,0.00
2016,DE SMET FARM MUTUAL INSURANCE COMPANY OF SOUTH DAK,JASON GLODT,0
2016,DE SMET INSURANCE COMPANY OF SOUTH DAKOTA,JASON GLODT,0
2016,DELTA DENTAL OF SOUTH DAKOTA,JASON GLODT,0
2016,SIOUX FALLS SPECIALTY HOSPITAL,JASON GLODT,0
2016,SOUTH DAKOTA FUNERAL DIRECTOR ASSOCIATION,JASON GLODT,0
2016,DE SMET FARM MUTUAL INSURANCE COMPANY OF SOUTH DAK,JASON GLODT,200.00
2016,DE SMET INSURANCE COMPANY OF SOUTH DAKOTA,JASON GLODT,200.00
