State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Iowa,IA,2010,Alzheimers Assn. Great IA Chapter,12077,Hultman Co.,Carol Sipfle,,,,,,,,,,
Iowa,IA,2010,Alzheimers Assn. Midlands Chapter,750,C;ayton Freeman,,,,,,,,,,,
Iowa,IA,2010,Amco Insurance Company,7500,Kay Godfredsen,,,,,,,,,,,
Iowa,IA,2010,American Cancer Society,21951.32,Stacy Frelund,Peggy Huppert,PolicyWorksLLC,#NAME?,#NAME?,#NAME?,#NAME?,,,,,
Iowa,IA,2010,American Chemisty Council,3000,John Easter,,,,,,,,,,,
Iowa,IA,2010,American Civil Liberties Union of IA (ACLU-IA),28707,Lyle Krewson,Ben Stone,Marty Ryan,,,,,,,,,
Iowa,IA,2010,American Coalition for Clean Coal Electricity (ACCCE),45960,PolicyWorks,Justin Hupfer,John Cacciatore,Julie Vande Hoef,,,,,,,,
Iowa,IA,2010,American Council of Engineering Companies,19800,David Scott,,,,,,,,,,,
Iowa,IA,2010,American Diabetes Assn.,10000,Advocacy Strategies,Threase Harms,Kent Hartwig,Kyle Frette,Jenny Schulte,,,,,,,
Iowa,IA,2010,American Express Company,0,F. Richard Thornton,,,,,,,,,,,
Iowa,IA,2010,American General Finance,11500,"Carney & Appleby, P.L.C.",(IA Consumer Credit Coalition),Jim Carney,George Appleby,Jennifer Tyler,,,,,,,
Iowa,IA,2010,American Heart Assn.,20000,Policy Works,Julie VandeHoef,John Cacciatore,Justin Hupfer,,,,,,,,
Iowa,IA,2010,American Insurance Assn.,23816.21,Nyemaster Goode P.C.,Keith Luchtel,James West,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,
Iowa,IA,2010,American Lung Assn.,0,Micki Sandquist,,,,,,,,,,,
Iowa,IA,2010,American Petroleum Institute,33000,David Scott,,,,,,,,,,,
Iowa,IA,2010,American Planning Assn. IA Chapter,0,John Peterson,,,,,,,,,,,
Iowa,IA,2010,American Principles In Action,6000,Eric Goranson,,,,,,,,,,,
Iowa,IA,2010,American Red Cross,6000,Jim Obradovich,Lyle Krewson,,,,,,,,,,
Iowa,IA,2010,American Water Works Assn.,20000,David Scott,,,,,,,,,,,
Iowa,IA,2010,Americas Health Insurance Plans (AHIP),25677.08,Nyemaster Goode P.C.,Keith Luchtel,James West,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,
Iowa,IA,2010,"Ameristar Casino, Inc.",96000,Charles Hutchines & Associates,Susan Cameron,Jennifer Kingland,State Haus Communications LLC,Kimberly Haus,Jane Bell,Troy Stremming,Matthew Block,,,,
Iowa,IA,2010,AMOS,0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2010,AMVETS of IA,0,Donald Zoutte,Joseph Hays,,,,,,,,,,
Iowa,IA,2010,Anderson Financial Services dba Loan Max Payday and/or Loan Smart Payday,15000,James Carney,George Appleby,Jenny Tyler,,,,,,,,,
Iowa,IA,2010,Anheuser Busch,50000,"Carney & Appleby, PLC",,,,,,,,,,,
Iowa,IA,2010,Animal Rescue League of IA,9000,Kimberly Haus State Haus Commu,,,,,,,,,,,
Iowa,IA,2010,Annett Holdings,12000,R. Scott Weiser,,,,,,,,,,,
Iowa,IA,2010,Archer Daniels Midland Company,74151.66,Christopher Riley,Andrew Anderson,,,,,,,,,,
Iowa,IA,2010,Area Education Agencies of IA,21837,Wayne Haddy,,,,,,,,,,,
Iowa,IA,2010,Artistic Waste Services,6000,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,,,,,,,,
Iowa,IA,2010,Assisted Living Federation of America,20000,David Adelman,,,,,,,,,,,
Iowa,IA,2010,Assn. of IA Fairs,8000,LARRY BLIXT,,,,,,,,,,,
Iowa,IA,2010,Assn. of IA Rental Dealers,5000,Jim Carney,George Appleby,Jennifer Tyler,See Above,,,,,,,,
Iowa,IA,2010,Assn. of IA Workforce Partners,0,Amelia Colwell,Jerry Addy,,,,,,,,,,
Iowa,IA,2010,Assn. of Operating Room Nurses-Iowa Chapter,6000,Linda Goeldner,Betty Lord Dinan,,,,,,,,,,
Iowa,IA,2010,Assn. of Settlement Companies/MultiStates,0,PRI/NC CONSULTING,,,,,,,,,,,
Iowa,IA,2010,Associated Builders & Contractors of IA,31767.73,Sandra Jaques,Greg Spenner,,,,,,,,,,
Iowa,IA,2010,Associated General Contractors of IA,98000,Scott Newhard,Frank Chiodo,Ned Chiodo,,,,,,,,,
Iowa,IA,2010,AstraZeneca Pharmaceuticals LP,1460.29,Kevin Johnson,,,,,,,,,,,
Iowa,IA,2010,AT & T,10375,Robert Kreamer,,,,,,,,,,,
Iowa,IA,2010,"Auditor, State of IA",930,Warren Jenkins,Bernardo Granwehr,,,,,,,,,,
Iowa,IA,2010,Bank of America Corporation/Bank of America NA,0,Kimberly Feeney,,,,,,,,,,,
Iowa,IA,2010,"Bankers Financial Services, LLC",20000,Gary Sherzan,,,,,,,,,,,
Iowa,IA,2010,Baxter Healthcare,18371.69,Eric Douglas,"Avenson, Oakley & Cope",Don Avenson,Tom Cope,Brice Oakley,,,,,,,
Iowa,IA,2010,Bayer HealthCare LLC,1508,Craig Mischo,,,,,,,,,,,
Iowa,IA,2010,"Belron US, Inc.",20000,"Wasker, Dorr, Wimmer & Marcoui",William J Wimmer,Craig R Schoenfeld,,,,,,,,,
Iowa,IA,2010,Bernstein Liebhard LLP,19125,"Avenson, Oakley & Cope Consult",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2010,Black Hills Energy,28500,Susan J.  Walter,,,,,,,,,,,
Iowa,IA,2010,Blank Childrens Hospital,25346.88,Kathy Leggett,,,,,,,,,,,
Iowa,IA,2010,BNSF Railway Co.,35821.94,Nyemaster Goode P.C.,Keith Luchtel,James West,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,
Iowa,IA,2010,"Board of Regents, State of IA",147503.31,Bob Donley,Andrew Baumert,Keith Saunders,Joe Murphy,,,,,,,,
Iowa,IA,2010,"Boehringer Ingelheim Pharmaceuticals, Inc.",0,Debra Flores,,,,,,,,,,,
Iowa,IA,2010,Bridgepoint Education,40223.33,Carney & Appleby PLC,,,,,,,,,,,
Iowa,IA,2010,Bristol Meyers Squibb Co.,24000,"Skinner, Nielsen & McCollom, PLC",Troy Skinner,Kellie Paschke,,,,,,,,,
Iowa,IA,2010,Broadlawns Medical Center,40151.76,Consulting & Marketing Associa,Jerry Fitzgerald,Mark Joyce,Maggie Fitzgerald McElroy,,,,,,,,
Iowa,IA,2010,"C F Industries, Inc.",0,"CF Industries, Inc.",,,,,,,,,,,
Iowa,IA,2010,CAFE IA Citizen's Action Network (Clean Air for Everyone),8000,Advocacy Strategies,Threase Harms,Kyle Frette,Kent Hartwig,Jenny Schulte,,,,,,,
Iowa,IA,2010,Cargill,4000,Jake Hamlin,Mike Zumwinkle,,,,,,,,,,
Iowa,IA,2010,Casey's General Stores,23501.5,"Avenson, Oakley & Cope",Consulting,Don Avenson,Brice Oakley,Tom Cope,,,,,,,
Iowa,IA,2010,Catfish Bend,15100.97,"Carney & Appleby, PLC",Jim Carney,George Appleby,Jennifer Tyler,,,,,,,,
Iowa,IA,2010,Cedar Rapids Builders Assn.,5004.44,"Carney & Appleby, P.L.C.",George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,
Iowa,IA,2010,Cedar Rapids Chamber of Commerce,33700,Sara Mentzer,,,,,,,,,,,
Iowa,IA,2010,Cedar Rapids Physician - Hospital Organization,12600,"Wasker, Dorr, Wimmer &","Marcouiller, PC",(Craig Schoenfeld),,,,,,,,,
Iowa,IA,2010,CEDIA (Custom Electronic Design & Installation Assn.,3567.66,Darren Reaman,"Carney & Appleby, PLC",Jim Carney,George Appleby,Jenny Tyler,,,,,,,
Iowa,IA,2010,CEDIA (Custom Electronic Design & Installation Assn.,3571.12,Darren Reaman,"Carney & Appleby, PLC",Jim Carney,George Appleby,Jenny Tyler,,,,,,,
Iowa,IA,2010,Central IA Apartment Alliance,10000,Hultman Company,Cal Hultman,Michael Triplett,Triplett Enterprises,,,,,,,,
Iowa,IA,2010,Central IA Building & Construction Trades Council,43755,"Fey and Gomez, Inc.",,,,,,,,,,,
Iowa,IA,2010,Central IA Power Cooperative (CIPCO),50000,Dennis Murdock,Richard Thornton,Stephen Roberts,,,,,,,,,
Iowa,IA,2010,Central IA Regional Transportation Planning Alliance (CIRTPA),0,Tom Kane,Jeff May,,,,,,,,,,
Iowa,IA,2010,Central IA Water Assn.,0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2010,CGI,16250,"Avenson, Oakley & Cope",Don Avenson,Tom Cope,Brice Oakley,,,,,,,,
Iowa,IA,2010,CHAIN,1500,Advocacy Strategies,Threase Harms,Kent Hartwig,Kyle Frette,Jenny Schulte,,,,,,,
Iowa,IA,2010,Cherokee Area Economic Development Corp.,1500,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,,,,,,,,
Iowa,IA,2010,Child and Family Policy Center,26490,Victor Elias,Carrie Fitzgerald,Sheila Hansen,Karon Perlowski,,,,,,,,
Iowa,IA,2010,Children's Healthcare Is a Legal Duty,0,Rita Swan,,,,,,,,,,,
Iowa,IA,2010,Christian Science Churches,2581.08,George Gregory,,,,,,,,,,,
Iowa,IA,2010,"Cigar Assn. of America, Inc.",46750,"Wasker, Dorr, Wimmer et al P.C",William Wimmer,Charles Wasker,Craig Schoenfield,,,,,,,,
Iowa,IA,2010,"Cimarron Capital Partners, LLC",20000,"Brown, Winick, Graves, Gross",Adam Gregg,Marc Beltrame,William Brown,,,,,,,,
Iowa,IA,2010,Citigroup Management Corp.,0,George Appleby,Jim Carney,Jennifer Tyler,James DeMay (term. 2/24/2010),,,,,,,,
Iowa,IA,2010,City of Ankeny,6500,Mona Bond,,,,,,,,,,,
Iowa,IA,2010,City of Cedar Falls,10500,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,,,,,,,,
Iowa,IA,2010,City of Cedar Rapids,60000,L&L Murphy Consulting,Larry Murphy,Gary Grant,,,,,,,,,
Iowa,IA,2010,City of Clinton,41788.39,Meardon Sueppel & Downer PLC,William J. Sueppel,Timothy J. Krumm,,,,,,,,,
Iowa,IA,2010,City of Coralville,27616.4,"Avenson, Oakley & Cope",Brice Oakley,Don Avenson,Tom Cope,,,,,,,,
Iowa,IA,2010,City of Des Moines,60000,"Fitzgerald, Joyce & Assoc",Jerry Fitzgerald,Mark Joyce,Maggie Fitzgerald,,,,,,,,
Iowa,IA,2010,City of Des Moines (Airport),0,Roy Criss,James Erickson,Craig Smith,,,,,,,,,
Iowa,IA,2010,City of Dubuque,6716.23,Michael Van Milligen,Cindy Steinhauser,David Heiar,Teri Goodmann,,,,,,,,
Iowa,IA,2010,City of West Des Moines,36905.2,"Avenson, Cope & Oakley",Don Avenson,Tom Cope,Brice Oakley,,,,,,,,
Iowa,IA,2010,Clarinda Economic Development Corp.,30000,Brown Winick Law Firm,William Brown,Adam Gregg,Marc Beltrame,,,,,,,,
Iowa,IA,2010,CN,20000,"Eide & Heisinger, LLC",,,,,,,,,,,
Iowa,IA,2010,Coalition for Citizens' Safety,3500,"Carney & Appleby, PLC",Jim Carney,George Appleby,Jennifer Tyler,,,,,,,,
Iowa,IA,2010,Coalition for Family and Childrens Services in IA,30000,"Feltner & Hellter, Attorneys",Paula J. Feltner,Michael B. Heller,Kristie Oliver,,,,,,,,
Iowa,IA,2010,Communications Data Services,6750,"Nyemaster, Goode, West, Law Fi",Jim West,Keith Luchtel,Scott Sundstrom,Brad Epperly,Paula Dierenfeld,,,,,,
Iowa,IA,2010,Communications Workers of America IA State Council,3600,Midge Slater,,,,,,,,,,,
Iowa,IA,2010,Community Bankers of IA.,18000,Cal Hultman,Mary Hultman,Mike Tripplett,,,,,,,,,
Iowa,IA,2010,Community Foundation of Greater Des Moines,20000,David Adelman,,,,,,,,,,,
Iowa,IA,2010,Community Health Charities of IA,5000,Advocacy Strategies,Threase Harms,Kyle Frette,Kent Hartwig,Jenny Schulte,,,,,,,
Iowa,IA,2010,Conservation Districts of IA,4000,"Obradovich, Jim",,,,,,,,,,,
Iowa,IA,2010,"Consumer Safety Technology, Inc.",95000,Brad Fralick,,,,,,,,,,,
Iowa,IA,2010,Council Bluffs Area Chamber of Commerce,8000,Kelli O'Brien,,,,,,,,,,,
Iowa,IA,2010,Coventry,25000,Paula Feltner,Michael Heller,,,,,,,,,,
Iowa,IA,2010,Credit Union Division,0,Rebecca Behrens,,,,,,,,,,,
Iowa,IA,2010,CRST International,15625,R. Scott Weiser,,,,,,,,,,,
Iowa,IA,2010,CVS/Caremark,38400,Capitol Edge,Mike St Clair,Tom Fey,,,,,,,,,
Iowa,IA,2010,"Davis, Brown, Koehn, Shors & Roberts, P.C.",0,Stephen W. Roberts,Michelle Lickteig,,,,,,,,,,
Iowa,IA,2010,Deere & Company,162353.23,Jason Francque,Nyemaster Goode P.C.,Keith Luchtel,James West,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,
Iowa,IA,2010,Delta Dental Plan of IA,45000,"Davis, Brown, Koehn, Shors & R",Michelle Lickteig,,,,,,,,,,
Iowa,IA,2010,Denny Elwell Company,0,Karen Sisson,,,,,,,,,,,
Iowa,IA,2010,Department of Administrative Services (DAS),9300,Mark Johnson,John Gillispie-Left DAS 12-09,,,,,,,,,,
Iowa,IA,2010,Des Moines Area Metropolitan Planning Organization,3252.09,Thomas Kane,Robert Mahaffey,Jonathan Wilson,Brian Luarenzo,Archie Brooks,,,,,,,
Iowa,IA,2010,Des Moines Area Regional Transit,15000,William Wimmer-Wasker Law Firm,,,,,,,,,,,
Iowa,IA,2010,Des Moines Public Schools,2306.74,Nancy Sebring,,,,,,,,,,,
Iowa,IA,2010,Des Moines University,35040,L&L Murphy Consulting,Larry Murphy,Kim Majerus,,,,,,,,,
Iowa,IA,2010,Des Moines Water Works,5966.8,Linda Kinman,,,,,,,,,,,
Iowa,IA,2010,"Diamond Jo - Worth, LLC",20000,"Fitzgerald, Joyce & Assoc.:",Jerry Fitzgerald,Maggie Fitzgerald,Mark Joyce,,,,,,,,
Iowa,IA,2010,Diamond Jo LLC (DJL-DJD),20000,"Fitzgerald, Joyce & Assoc.:",Jerry Fitzgerald,Maggie Fitzgerald,Mark Joyce,,,,,,,,
Iowa,IA,2010,"DIRECTV, Inc",5000,"Wasker, Dorr, Wimmer and","Marcoullier, P.C.",Craig Schoenfeld,William Wimmer,,,,,,,,
Iowa,IA,2010,"DISH Network, LLC",5000,"Wasker, Dorr, Wimmer & Marcoui",Craig Schoenfeld,William Wimmer,,,,,,,,,
Iowa,IA,2010,Divorce Assistance for Survivors of Abuse,0,Sandra Jaques,,,,,,,,,,,
Iowa,IA,2010,Dow AgroSciences,0,"Brown, Winick, Graves, Gross,",Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2010,Du Pont/ Pioneer,64660,Billi Hunt,,,,,,,,,,,
Iowa,IA,2010,Dubuque Chamber of Commerce,7750,Council Bluffs Chamber of,Commerce - ICA Lobbyist,Effort - Dave Roederer,,,,,,,,,
Iowa,IA,2010,"Ducks Unlimited, Inc.",0,Adam Gregg,Marc Beltrame,Eric Lindstrom,,,,,,,,,
Iowa,IA,2010,"Earth Care, Inc.",0,Margaret Bibber,Jane Magers,,,,,,,,,,
Iowa,IA,2010,Easter Seals IA,4000,Advocacy Strategies,Jennifer Schulte,Kyle Frette,Kent Hartwig,Threase Harms,,,,,,,
Iowa,IA,2010,Eastern IA Community College District,3052.27,Patricia Keir,Gary Mohr,,,,,,,,,,
Iowa,IA,2010,Eastlake Partnership,25583.6,Nyemaster Goode P.C.,Keith Luchtel,James West,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,
Iowa,IA,2010,Elevator Industry Workers Preservation Fund (EIWPF),20000,JimHenter,,,,,,,,,,,
Iowa,IA,2010,Eli Lilly & Co.,40000,Hultman Companies,Cal Hultman,,,,,,,,,,
Iowa,IA,2010,Enterprise MidAmerica,0,Craig Patterson,,,,,,,,,,,
Iowa,IA,2010,Enterprise Rent-A-Car,15000,"Wasker, Dorr, Wimmer & Marcoui",,,,,,,,,,,
Iowa,IA,2010,Entertainment Software Assn. (ESA),15000,JimHenter,,,,,,,,,,,
Iowa,IA,2010,Epilepsy Foundation,10107.06,Advocacy Strategies,,,,,,,,,,,
Iowa,IA,2010,Everyday America,0,Jason Hamann,,,,,,,,,,,
Iowa,IA,2010,"Express Scripts, Inc",33000,"Personal Representatives, Inc.",Ned Chiodo,Frank Chiodo,Scott Newhard,"Express Scripts, Inc.",Michael Harrold,,,,,,
Iowa,IA,2010,F. Richard Thornton,0,F. Richard Thornton,,,,,,,,,,,
Iowa,IA,2010,Family Planning Council of Iowa,7532.42,Jodi Tomlonovic,,,,,,,,,,,
Iowa,IA,2010,Farmers Ins. Group,17600,Steve Fry,Iowa Insurance Institute,Steve Morain,Michelle Lickteig,Steve Roberts,,,,,,,
Iowa,IA,2010,Father Flanagans Boys Home,36000,Mike Heller,Paula Feltner,,,,,,,,,,
Iowa,IA,2010,Federation of IA Insurers,126325.62,Nyemaster Goode P.C.,James West,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,,
Iowa,IA,2010,FedEx,0,Michael Yadon,,,,,,,,,,,
Iowa,IA,2010,"Fitzgerald, Joyce and Associates",0,Fitzgerald Joyce and Assoc,Jerry Fitzgerald,Mark Joyce,Maggie Fitzgerald,,,,,,,,
Iowa,IA,2010,Four Oaks of IA,15000,"Skinner, Nielsen & McCollom",Troy Skinner,Kellie Paschke,,,,,,,,,
Iowa,IA,2010,Free Clinics of IA,7500,Advocacy Strategies,Threase Harms,Kent Hartwig,Kyle Frette,Jenny Schulte,,,,,,,
Iowa,IA,2010,Friends Of IA Midwives,0,Megan Day,Jessica Bottenfield-Biehn,Sabbath Davies,,,,,,,,,
Iowa,IA,2010,Friends Of IA Midwives,1275,Eric Goranson,Megan Day,,,,,,,,,,
Iowa,IA,2010,Friends of IA. Land Owners and Sportsmen,12500,F. Richard Thornton,,,,,,,,,,,
Iowa,IA,2010,Fund of Funds,0,Dennis Murdock,,,,,,,,,,,
Iowa,IA,2010,Genentech,14000,Charles W Hutchins and Assoc.,Susan Cameron,Jennifer Kingland,,,,,,,,,
Iowa,IA,2010,"General Motors, LLC",12000,"Fey & Gomez, Inc.",Tom Fey,Mike St.Clair,,,,,,,,,
Iowa,IA,2010,Genesis Health System,25000,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,,,,,,,,
Iowa,IA,2010,"Genetech, Inc., a member of the Roche Group",10631.55,Scott Setzepfandt,,,,,,,,,,,
Iowa,IA,2010,GlaxoSmithKline,43672,Paula Feltner,Mike Heller,Mary Koenecke,,,,,,,,,
Iowa,IA,2010,GlaxoSmithKline,46168,Paula Feltner,Mike Heller,Mary Koenecke,,,,,,,,,
Iowa,IA,2010,Goodwill Industries of IA,0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,,,,,,,,
Iowa,IA,2010,"Google, Inc.",42142,PolicyWorks,John Cacciatore,Justin Hupfer,Julie Vande Hoef,,,,,,,,
Iowa,IA,2010,Governor's Developmental Disabilities Council,4438,Richard Shannon,,,,,,,,,,,
Iowa,IA,2010,Governor's Office,130004.21,Joni Klaassen,James Larew,Jamie Cashman,Kate Walton,Syeta Glanton,Brian Jennings,Richard Oshlo,John Frew,Molly Kottmeyer,Matt Unger,,
Iowa,IA,2010,Governors Office of Drug Control Policy,0,Gary W. Kendell,,,,,,,,,,,
Iowa,IA,2010,Great Plains Laborers District Council,21824,Dave Parker,,,,,,,,,,,
Iowa,IA,2010,Greater Cedar Valley Alliance,22903.34,Steve Firman,,,,,,,,,,,
Iowa,IA,2010,Greater Des Moines Convention & Visitors,0,David Adelman,,,,,,,,,,,
Iowa,IA,2010,Greater Des Moines Partnership,46000,Nyemaster Goode,Brad Epperly,Paula Dierenfeld,Keith Luchtel,Scott Sundstrom,James West,Jay Byers,,,,,
Iowa,IA,2010,"Green Tech, Inc.",7500,"Obradovich, Jim","Krewson, Lyle",,,,,,,,,,
Iowa,IA,2010,Grinnell Mutual Reinsurance Company,10000,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2010,GTech Corp.,0,Bonnie Campbell,,,,,,,,,,,
Iowa,IA,2010,H.A.I.R. Action Interests & Resources (H.A.I.R.),6000,craig walter,Robert Kreamer (by Mark Oswald),Robert Kreamer (by Bonnie Renda),,,,,,,,,
Iowa,IA,2010,"Harrahs Operating Company, Inc.",45000,"Carney & Appleby, plc",George Appleby,Jim Carney,Jennifer Tyler,Loren Guidry,A Baker,,,,,,
Iowa,IA,2010,Harris Corp.,48000,Charles W. Hutchins & Assoc.,Susan Cameron,Jennifer Kingland,,,,,,,,,
Iowa,IA,2010,HAVA Partners,21829.25,Policy Works,Julie VandeHoef,John Cacciatore,Justin Hupfer,,,,,,,,
Iowa,IA,2010,Hawkeye Community College,6826,Steve Ovel,Greg Schmitz,Kathleen Flynn,,,,,,,,,
Iowa,IA,2010,"Hawkeye Renewables, L.L.C.",7500,F. Thornton,,,,,,,,,,,
Iowa,IA,2010,Health Management Systems/Multi States,36000,PRI/NC CONSULTING,Frank Chiodo,Ned Chiodo,Scott Newhard,,,,,,,,
Iowa,IA,2010,Heartland Car Wash,0,Dawn Carlson,Mona Bond,"Skinner, Nielsen & McCollom, P",Troy Skinner,Kellie Paschke,,,,,,,
Iowa,IA,2010,Heartland Carwash,5000,Dawn Carlson,,,,,,,,,,,
Iowa,IA,2010,Heartland Greyhound Adoption,0,Jorene King,,,,,,,,,,,
Iowa,IA,2010,"Heartland Security & Technical Solutions, Inc.",0,L&L Murphy Consulting,Larry Murphy,,,,,,,,,,
Iowa,IA,2010,Heavy Highway Contractors Assn.,25000,James Piazza Jr,,,,,,,,,,,
Iowa,IA,2010,Heiser Logistics,18650.46,Kristofer Schleicher,Kinberly Haus,,,,,,,,,,
Iowa,IA,2010,Hewlett-Packard Company,14666.63,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,,,,,,,,
Iowa,IA,2010,HGI Lakeside,1000,Crawford Law Firm,,,,,,,,,,,
Iowa,IA,2010,"Ho-Chunk, Inc.",36000,Joe Kelly,,,,,,,,,,,
Iowa,IA,2010,Home Builders Assn. of IA,9642.5,"Wasker,Dorr,Wimmer,Marcouiller",Craig Schoenfeld,Bill Wimmer,,,,,,,,,
Iowa,IA,2010,Horsemen's Benevolent and Protection Assn. (IHBPA),18750,R. Scott Weiser,,,,,,,,,,,
Iowa,IA,2010,Hospice and Palliative Care Assn.,5000,Shannon Strickler,,,,,,,,,,,
Iowa,IA,2010,HSBC GR-Corp.,0,Michael Dameron,,,,,,,,,,,
Iowa,IA,2010,Hubbell Realty Co.,19360,Brown Winick,Marc Beltrame,Adam Gregg,,,,,,,,,
Iowa,IA,2010,Hultman Company,0,Mary Hultman,,,,,,,,,,,
Iowa,IA,2010,Humane Society,25000,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,Kim Haus,,,,,,,
Iowa,IA,2010,Humane Society of the United States,25000,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Ted Stopulos,Kim Haus,,,,,,,
