State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Iowa,IA,2013,"Young Mens Christian Assn. of Greater Des Moines, IA",5000.0,Davis Brown Law Firm,Thomas Stanberry,Katherine Carlucci,,,,,,,,,
Iowa,IA,2013,YMCA State Alliance,14683.6,Advocacy Strategies,Dane Schumann,Threase Harms,Kent Hartwig,,,,,,,,
Iowa,IA,2013,YMCA State Alliance,14743.6,Advocacy Strategies,Threase Harms,Kent Hartwig,Dane Schumann,,,,,,,,
Iowa,IA,2013,"Xerox Business Service, LLC and its Affiliates",50000.0,Cornerstone Government Affairs,David Adelman,Frank Chiodo,,,,,,,,,
Iowa,IA,2013,World Peace Organization for the One World Government,0.0,Karen Holmes,,,,,,,,,,,
Iowa,IA,2013,Woodward Academy,0.0,None,,,,,,,,,,,
Iowa,IA,2013,Winterset Municipal Utilities,20031.64,PolicyWorks,John Cacciatore,Mary Earnhardt,Justin Hupfer,Jon Murphy,,,,,,,
Iowa,IA,2013,Windstream Communications Corporation,12499.98,Scott Weiser,,,,,,,,,,,
Iowa,IA,2013,Windstream Communications Corporation,12499.0,"Capitol Strategies Group, Inc.",R. Scott Weiser,Daniel R. Weiser,,,,,,,,,
Iowa,IA,2013,"Wild Rose Entertainment, LLC",39000.0,F. Richard Thorton Consulting,Whitaker Strategy Group,Craig Schoenfeld,Sgroup,,,,,,,,
Iowa,IA,2013,Wild Rose Emmetsburg LLC,0.0,F. Richard Thorton Consulting,Whitaker Strategy Group,Craig Schoenfeld,,,,,,,,,
Iowa,IA,2013,Wild Rose Clinton LLC,0.0,F. Richard Thornton Consulting,Whitaker Strategy Group,Craig Schoenfeld,,,,,,,,,
Iowa,IA,2013,Whirlpool,3126.61,Luke M. Harms,,,,,,,,,,,
Iowa,IA,2013,WGDC,45410.82,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2013,Western IA Tech Community College,21283.0,Dr. Terry Murrell,Julie Stoik,IACCT (Iowa Assn of Comm.,College Trustees),,,,,,,,
Iowa,IA,2013,Western IA Tech Community College,21283.0,Dr. Terry Murrell,Julie Stoik,IACCT (Iowa Assn of Comm.,College Trustees),,,,,,,,
Iowa,IA,2013,Wells Fargo,32549.39,Carney Appleby Firm,Jim Carney,Jennifer Tyler,George Appleby,Scott Fontenot,,,,,,,
Iowa,IA,2013,"Wellmark, Inc.",113779.34,Frank J. Stork,LS2Group,Susan Fenton,Andrea Jansma,,,,,,,,
Iowa,IA,2013,Weinberg Investments,7500.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2013,Weber Farms,0,N/A,,,,,,,,,,,
Iowa,IA,2013,Water Management Consulting Group,0.0,F. Thornton,(See Agri Drain Corp),,,,,,,,,,
Iowa,IA,2013,"Waste Management, Inc.",36000.0,Paula Feltner,Mike Ketchum,,,,,,,,,,
Iowa,IA,2013,Walgreen Co.,14750.0,Karen Sisson,,,,,,,,,,,
Iowa,IA,2013,Waldorf College,7500.0,"Eide & Heisinger, LLC",Matt Eide,J,,,,,,,,,
Iowa,IA,2013,"Wal-Mart Stores, Inc.",43302.17,Ryan Irsik,Sandra Jaques,,,,,,,,,,
Iowa,IA,2013,Visiting Nurse Services of IA,13708.0,Mary O'Brien,,,,,,,,,,,
Iowa,IA,2013,VISA,0.0,Cornerstone Government Affairs,David Adelman,Frank Chiodo,,,,,,,,,
Iowa,IA,2013,Veterans National Recovery Center,0.0,Bob Krause,,,,,,,,,,,
Iowa,IA,2013,Verizon Corporation and Affiliated Companies,15000.0,Michael McDermott,,,,,,,,,,,
Iowa,IA,2013,Verizon Corporation and Affiliated Companies,5050.0,craig walter,,,,,,,,,,,
Iowa,IA,2013,Verizon Corporation and Affiliated Companies,15000.0,LS2group,Susan Fenton,Andrea Jansa,Mark Joyce,,,,,,,,
Iowa,IA,2013,Veridus LLC representing Recovery Audit Specialists LLC,0.0,Triplett Enterprises Ltd.,Michael Triplett,,,,,,,,,,
Iowa,IA,2013,Veridian Credit Union,45000.0,Michael Harvey,,,,,,,,,,,
Iowa,IA,2013,Verallia,27000.0,BrownWinick,Marc Beltrame,Matt McKinney,Douglas Gross,,,,,,,,
Iowa,IA,2013,"US Assets, LLC",0.0,None,,,,,,,,,,,
Iowa,IA,2013,Urbandale-Windsor Heights Sanitary District,1250.0,Brick Gentry PC,Robert Rafferty,,,,,,,,,,
Iowa,IA,2013,Urban Education Network of IA,50000.0,Lewis Finch,Margaret Buckton,,,,,,,,,,
Iowa,IA,2013,Urban County Coalition,60000.0,L&L Murphy Consulting,Larry Murphy,Gary Grant,,,,,,,,,
Iowa,IA,2013,UPS,48000.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2013,University of Phoenix,46350.0,Nyemaster Goode Law Firm,Brad Epperly,Paula Dierenfeld,Scott Sundstrom,,,,,,,,
Iowa,IA,2013,United Ways of IA,28111.47,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Sarah Ramsey,,,,,,,,
Iowa,IA,2013,United Transportation Union,146.14,Jim Garrett,,,,,,,,,,,
Iowa,IA,2013,United Professionals/UE,6000.0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2013,"United Healthcare Services, Inc.",62161.93,Brendan Hostetler,Frank Chiodo,Scott Newhard,Ned Chiodo Pmt for 2011-12 svc,,,,,,,,
Iowa,IA,2013,United Auto Workers,0.0,Andrea M. Rivera,,,,,,,,,,,
Iowa,IA,2013,Union Pacific Railroad,36000.0,Cal Hultman,Micahel Triplett,,,,,,,,,,
Iowa,IA,2013,"UCB, Inc.",0.0,Tracey Gasperi,,,,,,,,,,,
Iowa,IA,2013,U.S. Cellular,18662.5,Capitol Consultants Inc,Brian Johnson,Jamie Cashman,,,,,,,,,
Iowa,IA,2013,"Tyson Foods, Inc.",31334.81,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2013,Truckstops of Iowa,22000.0,Brick Gentry PC,Robert Rafferty,Austin Kennedy,,,,,,,,,
Iowa,IA,2013,Travel Federation of IA,5217.0,Campbell/Patterson Consulting,Amy Campbell,Craig Patterson,,,,,,,,,
Iowa,IA,2013,Trans IA,5000.0,"Capitol Strategies Group, Inc.",R. Scott Weiser,Daniel R. Weiser,,,,,,,,,
Iowa,IA,2013,Town Financial,0.0,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,,
Iowa,IA,2013,"TMS Management Group, Inc",15625.0,"Avenson, Oakley & Cope Consult",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2013,TIAA-CREF,38500.0,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2013,TIAA-CREF,38500.0,"Fitzgerald, Joyce & Associates",Jerry Fitzgerald,Maggie Fitzgerald,Mark Joyce,,,,,,,,
Iowa,IA,2013,The Rasmussen Group,25000.0,PRI/NC Consulting,Frank Chiodo,Scott Newhard,,,,,,,,,
Iowa,IA,2013,"The Iowa Clinic, P.C.",17500.0,Karla Fultz McHenry,,,,,,,,,,,
Iowa,IA,2013,The Innocence Project of IA,0.0,N/A,,,,,,,,,,,
Iowa,IA,2013,The IA. Academy of Trust and Estate Counsel,6721.0,"Davis, Brown, Koehn, Shors & R",Katherine Carlucci,Thomas Stanberry,,,,,,,,,
Iowa,IA,2013,The Homestead,10000.0,L&L Murphy Consulting,Larry Murphy,Gary Grant,,,,,,,,,
Iowa,IA,2013,The Home Depot,700.0,Ian Evans,,,,,,,,,,,
Iowa,IA,2013,The First Tee Foundation of Greater of Des Moines,0.0,F. Thornton,,,,,,,,,,,
Iowa,IA,2013,The Family Leader Foundation,7925.139999999999,Tamara Scott,Chuck Hurley,Greg Baker,Danny Carroll,,,,,,,,
Iowa,IA,2013,The Family Leader,31495.8,Tamara Scott,Chuck Hurley,Greg Baker,Danny Carroll,,,,,,,,
Iowa,IA,2013,The Coves of Sundown Lake Owners Assn.,2500.0,State Haus Communications LLC,Kimberly Haus,,,,,,,,,,
Iowa,IA,2013,The Center for Restorative Justice Practices,0.0,Fred Van Liew,,,,,,,,,,,
Iowa,IA,2013,The Capitol Group,0.0,Jim Obradovich,Robert Mulqueen,Pete McRoberts,,,,,,,,,
Iowa,IA,2013,"Telligen, formerly IA. Foundation for Medical Care",5000.0,LS2 Group,Susan Fenton,Andrea Jansa,,,,,,,,,
Iowa,IA,2013,Technology Assn. of IA,30000.0,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2013,TEC Industries LLC,20000.0,Whitaker Strategy Group,Graig Schoenfeld,,,,,,,,,,
Iowa,IA,2013,Teamsters Local 90,0.0,0,,,,,,,,,,,
Iowa,IA,2013,Team IA,0.0,Cornerstone Government Affairs,David Adelman,,,,,,,,,,
Iowa,IA,2013,Teachscape,0.0,Dutko Worldwide,Anna Kimsey (of Dutko),,,,,,,,,,
Iowa,IA,2013,"Tassel Ridge Winery, LLC",10438.0,BrownWinick Law Firm,Marc Beltrame,Matthew McKinney,Lou Ebinger,Adam Gregg (in 2012 only),,,,,,,
Iowa,IA,2013,Target Corporation,0.0,Timothy Ehlert (terminated),,,,,,,,,,,
Iowa,IA,2013,Tanager Place,15560.0,Sandra Jaques,Bob Rafferty,,,,,,,,,,
Iowa,IA,2013,Takeda Pharmaceuticals America,0.0,Michael Kapocius,,,,,,,,,,,
Iowa,IA,2013,"SynGest, Inc.",0,L& Murphy Consulting,,,,,,,,,,,
Iowa,IA,2013,Syngenta Crop Protection,7000.0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2013,Sunovion Pharmaceuticals Inc.,28200.0,Nancy McKee,Todd Kailas,,,,,,,,,,
Iowa,IA,2013,Summit Group,15000.0,F. Thornton,,,,,,,,,,,
Iowa,IA,2013,StudentsFirst,30000.0,Cornerstone Government Affairs,David Adelman,Frank Chiodo,,,,,,,,,
Iowa,IA,2013,StudentsFirst,35349.32,LS2group,Larson/Fenton/Jansa,Adam Gleicher,Lea Crusey,Conerstone Government Affairs,Adelman/Chiodo,"Avenson, Oakley & Cope",Avenson/Oakley/Cope,Patricia Link,,,
Iowa,IA,2013,Storm Lake Citizens For Save the Lake,10000.0,Charles W. Hutchins & Assoc.,Susan Cameron,Jennifer Kingland,,,,,,,,,
Iowa,IA,2013,Steven Schoenebaum-Personal Interest,0,Steven Schoenebaum,,,,,,,,,,,
Iowa,IA,2013,Steve Kruse Kennells,15000.0,David Scott,,,,,,,,,,,
Iowa,IA,2013,State Public Policy Group,0.0,Stacie Bendixen,Arlinda McKeen,Jerry Addy,Tom Slater,,,,,,,,
Iowa,IA,2013,State Public Defender's Office,42240.0,Mark C. Smith,Samuel Langholz,Kurt Swaim,,,,,,,,,
Iowa,IA,2013,State Police Officers Council,28122.0,Policy Works,John Cacciatore,Mary Earnhardt,Justin Hupfer,Jon Murphy,,,,,,,
Iowa,IA,2013,State Farm Insurance,30825.0,craig walter,,,,,,,,,,,
Iowa,IA,2013,State Council/Vietnam Veterans of America,0.0,R. Bruce Beeston,,,,,,,,,,,
Iowa,IA,2013,SSAB (f/k/a IPSCO Steel),7500.0,"Carney & Appleby, P.L.C.",#NAME?,#NAME?,#NAME?,,,,,,,,
Iowa,IA,2013,Sprint,10416.65,Kimberly Haus,State Haus Communications LLC,,,,,,,,,,
Iowa,IA,2013,Springleaf Finance Management Corporation,0.0,George Appleby,Jim Carney,,,,,,,,,,
Iowa,IA,2013,"Southwest Iowa Renewable Energy, LLC",3129.08,Davis Brown Law Firm,Thomas Stanberry,William Hanigan,Katherine Carlucci,,,,,,,,
Iowa,IA,2013,Southeastern Community College,675.93,Dr. Michael Ash,,,,,,,,,,,
Iowa,IA,2013,South Western Community College (SWCC),8700.0,Jerry Fitzgerald,Mark Joyce,Maggie Fitzgerald,$4350 to be paid July 2013 for,2013 Legislative Session,,,,,,,
Iowa,IA,2013,South Western Community College (SWCC),8700.0,Consulting & Marketing Assoc.,"including Jerry Fitzgerald,","Maggie Fitzgerald, & Mark",Joyce,Tom Lesan,Barb Crittenden,Matt Thompson,includes $4350 which was for,the reporting period but was,paid in July 2013,,
Iowa,IA,2013,South Central Iowa Federation of Labor AFL-CIO,0.0,Mark Alan Cooper,,,,,,,,,,,
Iowa,IA,2013,Society of Land Surveyors of IA,14000.0,"14,000",,,,,,,,,,,
Iowa,IA,2013,"Smithfield Foods, Inc.",42000.0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2013,Smart Growth Coalition,12500.0,Cornerstone Government Affairs,David Adelman,,,,,,,,,,
Iowa,IA,2013,Sixth Judicial District Dept. of Correctional Services,0.0,0,,,,,,,,,,,
Iowa,IA,2013,Siouxland Chamber of Commerce,0.0,Barbara Sloniker,,,,,,,,,,,
Iowa,IA,2013,Siouxland Chamber of Commerce,0.0,Robert Wagner,,,,,,,,,,,
Iowa,IA,2013,Sioux City,24500.0,PRI/NC Consulting,Frank Chiodo,Scott Newhard,,,,,,,,,
Iowa,IA,2013,Sierra Club of Iowa Chapter,0.0,Mike Carberry,,,,,,,,,,,
Iowa,IA,2013,Sheet Metal Contractors of IA,14000.0,Cornerstone Government Affairs,David Adelman,,,,,,,,,,
Iowa,IA,2013,Scientific Games International,120000.0,BrownWinick,Lou Ebinger,Matthew McKinney,Douglas Gross,Marc Beltrame,,,,,,,
Iowa,IA,2013,School Administrators of IA,60629.74,Daniel Smith,Tom Narak,Matt Carver,Bonnie Boothroy,Bonnie was only a registered,register her for 2013.,,,,,,
Iowa,IA,2013,Satellite Broadcasting and Communications Assn.,0.0,Angela Davis,William Wimmer,Matthew Whitaker,Craig Schoenfeld,,,,,,,,
Iowa,IA,2013,Sanofi US,13798.0,Russell Sobotta,,,,,,,,,,,
Iowa,IA,2013,Sanofi Pasteur,0.0,Sarah Michael,,,,,,,,,,,
Iowa,IA,2013,Sac & Fox Tribe of the Mississippi in IA,144000.0,ThomasJochum,,,,,,,,,,,
Iowa,IA,2013,S & S Shale LLC,5000.0,Brick Gentry PC,Robert Rafferty,,,,,,,,,,
Iowa,IA,2013,Rural Water System No. 1,1050.0,Dorman Otte,,,,,,,,,,,
Iowa,IA,2013,Rural IA. Independent Telephone Assn.,39083.0,Capitol Edge,Michael St. Clair,Tom Fey,Judy Krewson,,,,,,,,
Iowa,IA,2013,"Ruan, Inc.",24000.0,BrownWinick,Marc Beltrame,Matt McKinney,Lou Ebinger,,,,,,,,
Iowa,IA,2013,"Rockwell Collins, Inc.",45028.0,Thomas Hobson,,,,,,,,,,,
Iowa,IA,2013,Road Sprinkler Fitters Local 669 U.A.,0.0,bernard murphy,,,,,,,,,,,
Iowa,IA,2013,Riverside Casino And Golf Resort,25000.0,PRI/INC,Frank Chido,Scott Hewhard,,,,,,,,,
Iowa,IA,2013,Riverside Casino And Golf Resort,25000.0,PRI/NC Consulting,Frank Chiodo,Scott Newhard,,,,,,,,,
Iowa,IA,2013,Richard Thornton,0.0,"F, Thornton",,,,,,,,,,,
Iowa,IA,2013,Renewable Energy Group (REG),35000.0,Scott Hedderich,,,,,,,,,,,
Iowa,IA,2013,Reinsurance Association of America,6000.0,Patterson Law Firm,Fred Haskins,,,,,,,,,,
Iowa,IA,2013,Reed Elsevier Inc.,40008.0,Carney & Appleby,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,
Iowa,IA,2013,RedSpeed IA,39000.0,Jerry Fitzgerald,Mark Joyce,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2013,"Redflex Traffic Systems, Inc.",58818.21,Brown and Winick,,,,,,,,,,,
Iowa,IA,2013,Redemption Centers of IA,0.0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2013,Redemption Centers of IA,0.0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2013,Rebuild IA Coalition,0.0,Chad Kleppe,,,,,,,,,,,
Iowa,IA,2013,Reaching Higher IA,6993.75,BrownWinick,Marc Beltrame,Matthew McKinney,Lou Ebinger,,,,,,,,
Iowa,IA,2013,Rathbun Regional Water Assn.,9000.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2013,RAI Service Co.,49218.35,Charles W. Hutchins & Assoc.,(Susan Cameron &,Jennifer Kingland),Wasker Door Wimmer &,Marcouill,"(William Wimmer, Angela Davis)",David Spross (in-house),,,,,
Iowa,IA,2013,Reach Out and Read - Iowa,5000.0,Karla Fultz McHenry,,,,,,,,,,,
Iowa,IA,2013,Racom Corporation,0.0,BrownWinick,Matt McKinney,Marc Beltrame,,,,,,,,,
Iowa,IA,2013,Raccoon River Watershed Assn.,0.0,mike delaney,,,,,,,,,,,
Iowa,IA,2013,Purdue Pharma LP,1857.16,Linda Barefoot,Sumar Bieda,,,,,,,,,,
Iowa,IA,2013,Public Employment Relations Board (PERB),0.0,0,,,,,,,,,,,
Iowa,IA,2013,Prove Construction,0.0,Jacob Sparks,Zack Little,,,,,,,,,,
Iowa,IA,2013,Property Casualty Insurers Assn. of America (PCI),33396.0,Mike St. Clair,,,,,,,,,,,
Iowa,IA,2013,Project IOWA,0,Davis Brown Law Firm,Stephen W. Roberts,,,,,,,,,,
Iowa,IA,2013,"Professional Solutions Insurance Services, Inc.",1912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,,,,,,,,,
Iowa,IA,2013,Professional Solutions Insurance Company,6912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,Craig Walter,,,,,,,,
Iowa,IA,2013,Professional Licensing Bureau,5000.0,Rodney Reed,,,,,,,,,,,
Iowa,IA,2013,Professional Educators of IA,7500.0,Jim Hawkins,Rob Gray,,,,,,,,,,
Iowa,IA,2013,Professional Developers of IA (PDI),9043.8,Campbell/Patterson Consulting,Amy Campbell,Craig Patterson,,,,,,,,,
Iowa,IA,2013,Printing Industry Midwest,688.04,David Radziej,Richard Clark,,,,,,,,,,
Iowa,IA,2013,Principal Financial Group,87452.0,Matthew Ahmann,Merle Pederson,Georgia Van Gundy,,,,,,,,,
Iowa,IA,2013,Prevent Child Abuse IA,1960.0,Stephen Scott,,,,,,,,,,,
Iowa,IA,2013,Prevent Blindness IA,8560.0,Advocacy Strategies,Threase Harms,Kent Hartwig,Dane Schumann,,,,,,,,
Iowa,IA,2013,Prairie Meadows Racetrack and Casino,75000.0,"Skinner & Paschke, PLLC",Troy Skinner,Kellie Paschke,Lindsay Phillips,,,,,,,,
Iowa,IA,2013,Polk County Medical Society,13500.0,Polk County Medical Society,John Cacciatore,Mary Earnhardt,Justin Hupfer,Jon Murphy,,,,,,,
Iowa,IA,2013,Polk County Housing Trust Fund,0.0,none,,,,,,,,,,,
Iowa,IA,2013,"Polk County Health Services, Inc.",0.0,Lynn Ferrell,,,,,,,,,,,
Iowa,IA,2013,Polk County Criminal Justice Coordinating Council,37680.0,Gary Sherzan,,,,,,,,,,,
Iowa,IA,2013,Polk County - Board of Supervisors,82400.0,Tom Whitney Law Firm,Tom Whitney,Jamie Cashman,Amy Campbell,Brian Johnson,,,,,,,
Iowa,IA,2013,Polk County - Board of Supervisors,82400.0,Tom Whitney Law Offices,,,,,,,,,,,
Iowa,IA,2013,Polk County - Board of Supervisors,20000.0,Capitol Consultants Inc,Brian Johnson,Jamie Cashman,,,,,,,,,
Iowa,IA,2013,"Plymouth Energy, L.L.C.",3129.08,Davis Brown Law Firm,Thomas Stanberry,William Hanigan,Katherine Carlucci,,,,,,,,
Iowa,IA,2013,Plumbers and Steam Fitters Local 33,30000.0,PolicyWorks,John Cacciatore,Mary Earnhardt,Justin Hupfer,Jon Murphy,,,,,,,
Iowa,IA,2013,Planned Parenthood of the Heartland,18747.38,Kyle Carlson,Erin Davison-Rippey,Amanda Kelinson,,,,,,,,,
Iowa,IA,2013,Piper Jaffray & Co.,25000.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2013,Piper Jaffray & Co.,25000.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2013,Piper Consulting,0.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2013,Phoenix Recycling,0.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2013,"Pheasants Forever, Inc., and Affiliate Councils & Chapters",0.0,James Wooley,,,,,,,,,,,
Iowa,IA,2013,Pharmaceutical Research and Manufacturers of America (PhRMA),63296.15,Linda Carroll-Shern,Hultman & Company,Cal Hultman,,,,,,,,,
Iowa,IA,2013,Pfizer Inc. c/o Nielsen Merksamer et al,41830.0,Jim DeMay,"Skinner & Paschke, PLLC",Kellie Paschke,Lindsay Phillips,Troy Skinner,,,,,,,
Iowa,IA,2013,Pew Charitable Trusts,14606.69,PolicyWorks,John Cacciatore,Mary Earnhardt,Justin Hupfer,Jon Murphy,Karen Kavanaugh,Ingrid Stegemoeller,Stephanie Ruben,,,,
Iowa,IA,2013,Petroleum Marketers Management Insurance Company (PMMIC),10000.0,Paula Feltner,Michael Heller,,,,,,,,,,
Iowa,IA,2013,Petroleum Marketers and Convenience Stores of IA,40000.0,Dawn Carlson,"Skinner & Paschke, PLLC",Troy Skinner,Kellie Paschke,Lindsay Phillips,,,,,,,
Iowa,IA,2013,Personal Interest-Tamara Haught,0.0,Tami Haught,,,,,,,,,,,
Iowa,IA,2013,Personal Interest-Sue Lerdal,0.0,sue lerdal,,,,,,,,,,,
Iowa,IA,2013,Personal Interest-Keith Luchtel,0.0,Keith Luchtel,,,,,,,,,,,
Iowa,IA,2013,Personal Interest-Brice Oakley,0.0,Brice Oakley,,,,,,,,,,,
Iowa,IA,2013,Personal Interest-Brian McGarvey,0.0,Brian McGarvey,,,,,,,,,,,
Iowa,IA,2013,"Penn National Gaming, Inc.",64005.0,Paula Feltner,Michael Heller,Lorraine May,Tina Eick,The amounts above for Lorraine,May and Tina Eick are also,reported by the Belle of Sioux,"City, L.P.",,,,
Iowa,IA,2013,Pella Corporation,0.0,Myron R. Linn,,,,,,,,,,,
Iowa,IA,2013,PDHI,0.0,Shawn Sherman,,,,,,,,,,,
Iowa,IA,2013,Pawn America,14000.0,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2013,"Pattison Sand Company, L.L.C.",0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2013,"Pattison Bros. Mississippi River Terminal, Inc.",0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2013,Patterson Law Firm LLP,0.0,Fred Haskins,,,,,,,,,,,
Iowa,IA,2013,Palmer College of Chiropractic,0.0,None - No activity,,,,,,,,,,,
Iowa,IA,2013,Pacific Battleship Center,25000.0,"Avenson, Oakley & Cope",Brice Oakley,Don Avenson,Tom Cope,,,,,,,,
Iowa,IA,2013,Outdoor Advertising Assn. of IA,12000.0,Capitol Edge,Mike St. Clair,Thmas Fey,,,,,,,,,
Iowa,IA,2013,Outcomes Incorporated,15995.0,BrownWinick Law Firm,Marc Beltrame,Lou Ebinger,Matthew McKinney,,,,,,,,
Iowa,IA,2013,Otis Elevator Company,27500.0,PolicyWorks,John Cacciatore,Mary Earnhardt,Justin Hupfer,Jon Murphy,,,,,,,
Iowa,IA,2013,Orchard Place,16237.5,"Avenson, Oakley, & Cope",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2013,"Optimae Life Services, Inc.",0.0,no lobbying this year,,,,,,,,,,,
Iowa,IA,2013,"OneMain Financial, formerly Citigroup Management Corp.",16000.0,"Carney & Appleby, P.L.C.",Jim Carney,George Appleby,Jennifer Tyler,,,,,,,,
Iowa,IA,2013,One IA,15200.0,Tom Jochum,Sandra Jaques,,,,,,,,,,
Iowa,IA,2013,"On With Life, Inc.",4024.3,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,,
Iowa,IA,2013,"Ombudsman, State of IA/Citizens' Aide",4421.0,Ruth H. Cooperrider,,,,,,,,,,,
Iowa,IA,2013,Okoboji Tourism Committee,5000.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2013,Office of Polk County Treasurer,10143.3,Ben Lacey,,,,,,,,,,,
Iowa,IA,2013,Office of Ombudsman,5018.0,Andy Teas,,,,,,,,,,,
Iowa,IA,2013,Office of Consumer Advocate,0,Office of Consumer Advocate,Mark R. Schuling,Jennifer C. Easler,Ronald C. Polle,,,,,,,,
Iowa,IA,2013,Oasis Legal Financial,10000.0,Jerry Fitzgerald,Maggie Fitzgerald,Mark Joyce,,,,,,,,,
Iowa,IA,2013,Nuclear Energy Institute,0.0,Michael McGarey,,,,,,,,,,,
Iowa,IA,2013,NPI,1000.0,"Carney & Appleby , P.L.C",Doug Struyk,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,
Iowa,IA,2013,Novo Nordisk Inc.,0.0,Joe Summers,,,,,,,,,,,
Iowa,IA,2013,Novartis Pharmaceuticals Corporation,0.0,Vaun Olhausen,,,,,,,,,,,
Iowa,IA,2013,Northwest Iowa Community College,0.0,Alethea Stubbe,Jan Snyder,,,,,,,,,,
Iowa,IA,2013,Northern Natural Gas Company,5000.0,craig walter,,,,,,,,,,,
