State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Iowa,IA,2012,Urban Education Network of IA,41000.0,Margaret Buckton,Lewis Finch,,,,,,,,,,
Iowa,IA,2012,Urban County Coalition,35000.0,L&L Murphy Consulting,Larry Murphy,Gary Grant,,,,,,,,,
Iowa,IA,2012,UPS,48.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2012,"Unspam Technologies, Inc.",0.0,NONE,,,,,,,,,,,
Iowa,IA,2012,University of Phoenix,43200.0,Nyemaster Goode,Paula Dierenfeld,Keith Luchtel,Scott Sundstrom,Brad Epperly,,,,,,,
Iowa,IA,2012,United Ways of IA,28999.82,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Sarah Ramsey,,,,,,,,
Iowa,IA,2012,United Transportation Union,0.0,Patrick,,,,,,,,,,,
Iowa,IA,2012,United Professionals/UE,6000.0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2012,"United Healthcare Services, Inc.",38669.39,Ned Chiodo,Brendan Hostetler,Frank Chiodo,Scott Newhard,,,,,,,,
Iowa,IA,2012,United Auto Workers,0.0,Andrea M. Rivera,,,,,,,,,,,
Iowa,IA,2012,Union Pacific Railroad,33000.0,Hultman Company,Cal Hultman,Michael Triplett,,,,,,,,,
Iowa,IA,2012,U.S. Cellular,2000.0,Crawford Quilty & Mauro,Jerry Crawford,Nick Mauro,,,,,,,,,
Iowa,IA,2012,"Tyson Foods, Inc.",24957.84,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2012,Turenne & Company,4000.0,Cal Hultman,,,,,,,,,,,
Iowa,IA,2012,Truckstops of Iowa,18000.0,"Brick Gentry, P.C.",Robert L Rafferty,,,,,,,,,,
Iowa,IA,2012,Trees Forever,7500.0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2012,Travel Federation of IA,1738.37,Campbell/Patterson Consulting,Craig Patterson,Amy Campbell,,,,,,,,,
Iowa,IA,2012,Trans IA,5000.0,"Capitol Strategies Group, Inc.",R. Scott Weiser,Daniel R. Weiser,,,,,,,,,
Iowa,IA,2012,Town Financial,0.0,Jim Carney,George Appleby,Jennifer Tyler,,,,,,,,,
Iowa,IA,2012,"TMS Management Group, Inc",15000.0,"Avenson, Oakley & Cope Consult",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2012,TIAA-CREF/Financial Services for the Greater Good,42000.0,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2012,TIAA-CREF,42000.0,Fitzgerald Joyce & Associates,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,
Iowa,IA,2012,The Rasmussen Group,25000.0,PRI/NC Consulting,Frank Chiodo,Ned Chiodo,Scott Newhard,,,,,,,,
Iowa,IA,2012,The Innocence Project of IA,0.0,Nathan Kapke,,,,,,,,,,,
Iowa,IA,2012,The Family Leader,35890.22,Greg Baker,Danny Carroll,Chuck Hurley,,,,,,,,,
Iowa,IA,2012,The Capitol Group,0.0,Jim Obradovich,Rpbert Mulqueen,Pete McRoberts,Lyle Krewson,,,,,,,,
Iowa,IA,2012,"Telligen, formerly IA. Foundation for Medical Care",5000.0,LS2Group,Joe Shannahan,Andrea Jansa,Susan Fenton,,,,,,,,
Iowa,IA,2012,Technology Assn. of IA,27500.0,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2012,TEC Industries LLC,0.0,Matthew Whitaker,Ed Failor,,,,,,,,,,
Iowa,IA,2012,Team IA,25000.0,David Adelman,,,,,,,,,,,
Iowa,IA,2012,"Tassel Ridge Winery, LLC",11760.0,BrownWinick,Adam Gregg,Marc Beltrame,,,,,,,,,
Iowa,IA,2012,Target Corporation,0.0,Tim Ehlert,,,,,,,,,,,
Iowa,IA,2012,Tanager Place,18260.0,Sandra Jaques,Bob Rafferty,,,,,,,,,,
Iowa,IA,2012,Takeda Pharmaceuticals America,0.0,Michael Kapocius,Joe Summers,Marilyn Vetter,,,,,,,,,
Iowa,IA,2012,"SynGest, Inc.",0.0,L&L Murphy Consulting,,,,,,,,,,,
Iowa,IA,2012,"SynGest, Inc.",0.0,James Kersten,,,,,,,,,,,
Iowa,IA,2012,Syngenta Crop Protection,20000.0,BrownWinick & Steve Schoenebaum,,,,,,,,,,,
Iowa,IA,2012,"Sunovion Pharmaceuticals, Inc.",18386.25,Todd Kailas,Nancy McKee,,,,,,,,,,
Iowa,IA,2012,Summit Group,21500.0,F. Thornton,Joe Murphy,,,,,,,,,,
Iowa,IA,2012,StudentsFirst,71488.17,LS2group,Chuck Larson,Susan Fenton,Andrea Jansa,StudentsFirst,Tim Melton,Lea Crusey,Adam Gleicher,Jeri Powell,,,
Iowa,IA,2012,Storm Lake Citizens For Save the Lake,10000.0,Charles W. Hutchins & Assoc.,,,,,,,,,,,
Iowa,IA,2012,Steven Schoenebaum-Personal Interest,0,Steven C. Schoenebaum,,,,,,,,,,,
Iowa,IA,2012,Steve Kruse Kennells,0.0,David Scott,,,,,,,,,,,
Iowa,IA,2012,State Public Policy Group,0.0,Jennifer Furler,Arlinda McKeen,Jerry Addy,Tom Slater,,,,,,,,
Iowa,IA,2012,State Public Defender's Office,0.0,Mark C. Smith,Samuel Langholz,,,,,,,,,,
Iowa,IA,2012,State Police Officers Council,27040.0,Policy Works,John Cacciatore,Justine Hupfer,,,,,,,,,
Iowa,IA,2012,State Farm Insurance,31112.0,craig walter,,,,,,,,,,,
Iowa,IA,2012,State Council/Vietnam Veterans of America,0.0,None,,,,,,,,,,,
Iowa,IA,2012,St. Lukes Hospital,0.0,Brown Winick,Marc Beltrame,Adam Gregg,,,,,,,,,
Iowa,IA,2012,SSAB (f/k/a IPSCO Steel),6000.0,"Carney & Appleby, P.L.C.",James Carney,George Appleby,Jennifer Tyler,,,,,,,,
Iowa,IA,2012,Sprint,3000.0,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2012,Springleaf Finance Management Corporation,0.0,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,,
Iowa,IA,2012,Southeastern Community College,1926.0,Beverly Simone,,,,,,,,,,,
Iowa,IA,2012,South Western Community College (SWCC),7500.0,Jerry Fitzgerald,Maggie Fitzgerald,Mark Joyce,,,,,,,,,
Iowa,IA,2012,South Western Community College (SWCC),7500.0,Consulting & Marketing Assoc.,"including Jerry Fitzgerald,","Maggie Fitzgerald, & Mark",Joyce,Tom Lesan,Barb Crittenden,Matt Thompson,,,,,
Iowa,IA,2012,South Central Iowa Federation of Labor AFL-CIO,0.0,Mark Cooper,,,,,,,,,,,
Iowa,IA,2012,Society of Land Surveyors of IA,14000.0,David Scott,,,,,,,,,,,
Iowa,IA,2012,"Smithfield Foods, Inc.",30000.0,BrownWinick Law Firm,Steven C. Schoenebaum,,,,,,,,,,
Iowa,IA,2012,Smart Growth Coalition,7500.0,David Adelman,,,,,,,,,,,
Iowa,IA,2012,Sixth Judicial District Dept. of Correctional Services,0.0,0,,,,,,,,,,,
Iowa,IA,2012,Siouxland Chamber of Commerce,0.0,Barbara Sloniker,,,,,,,,,,,
Iowa,IA,2012,Sierra Club of Iowa Chapter,0.0,Mike Carberry,,,,,,,,,,,
Iowa,IA,2012,Sheet Metal Contractors of IA,12000.0,David Adelman,,,,,,,,,,,
Iowa,IA,2012,Scientific Games International Inc.,126534.98,"Brown, Winick, Graves et al",Adam Gree,Marc Beltrame,,,,,,,,,
Iowa,IA,2012,School Administrators of IA,41249.7,Tom Narak,,,,,,,,,,,
Iowa,IA,2012,School Administrators of IA,12372.3,Ben Norman,,,,,,,,,,,
Iowa,IA,2012,School Administrators of IA,1270.14,Gaylord Tryon,,,,,,,,,,,
Iowa,IA,2012,School Administrators of IA,2410.5,Matt Carver,,,,,,,,,,,
Iowa,IA,2012,School Administrators of IA,7691.85,Daniel Smith,,,,,,,,,,,
Iowa,IA,2012,School Administrators of IA,0.0,Bonnie Boothroy,,,,,,,,,,,
Iowa,IA,2012,Satellite Broadcasting and Communications Assn.,0.0,Craig Schoenfeld,William Wimmer,,,,,,,,,,
Iowa,IA,2012,Sanofi-Aventis,13345.0,Russell Sobotta,,,,,,,,,,,
Iowa,IA,2012,Sac & Fox Tribe of the Mississippi in IA,144000.0,Thomas J. Jochum,,,,,,,,,,,
Iowa,IA,2012,RYO,40000.0,PRI/NC Consulting,Frank Chiodo,Ned Chiodo,Scott Newhard,,,,,,,,
Iowa,IA,2012,Rural IA. Independent Telephone Assn.,37388.32,Judy Krewson,,,,,,,,,,,
Iowa,IA,2012,"Ruan, Inc.",26250.0,Brown- Winick Law,Marc Beltrame,Adam Gregg,,,,,,,,,
Iowa,IA,2012,Ruan Center Corp.,0.0,Brown Winick,Marc Belrame,,,,,,,,,,
Iowa,IA,2012,"Rockwell Collins, Inc.",45538.0,Thomas R. Hobson,,,,,,,,,,,
Iowa,IA,2012,Roche Diagnostics Corporation,0.0,Joyce Irwin,,,,,,,,,,,
Iowa,IA,2012,Road Sprinkler Fitters Local 669 U.A.,0.0,Bernard Murphy,,,,,,,,,,,
Iowa,IA,2012,Riverside Casino And Golf Resort,25000.0,PRI/NC Consulting,Frank Chiodo,Ned Chiodo,Scott Newhard,,,,,,,,
Iowa,IA,2012,Riverside Casino And Golf Resort,25000.0,PRI/INC,Frank Chido,Ned Chido,Scott Newhard,,,,,,,,
Iowa,IA,2012,Richard Thornton,0.0,Richard Thornton,,,,,,,,,,,
Iowa,IA,2012,Renewable Energy Group (REG),38350.0,Scott Hedderich,,,,,,,,,,,
Iowa,IA,2012,Reed Elsevier Inc.,40598.39,Carney & Appleby,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,
Iowa,IA,2012,RedSpeed IA,0.0,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2012,"Redflex Traffic Systems, Inc.",38000.0,Brown & Winick,,,,,,,,,,,
Iowa,IA,2012,Redemption Centers of IA,2500.0,Jim Obradovich,,,,,,,,,,,
Iowa,IA,2012,Rebuild IA Coalition,0.0,Chad Kleppe,Scott Norvell,,,,,,,,,,
Iowa,IA,2012,Rathbun Regional Water Assn.,9000.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2012,RAI Service Co.,53854.159999999996,Charles W. Hutchins & Assoc.,(Susan Cameron &,Jennifer Kingland),Wasker Door Wimmer &,Marcouill,(William Wimmer & Craig,Schoenfeld),David Spross (in-house),,,,
Iowa,IA,2012,Racom Corporation,0.0,Adam Gregg,Mark Beltrame,,,,,,,,,,
Iowa,IA,2012,Raccoon River Watershed Assn.,0.0,mike delaney,,,,,,,,,,,
Iowa,IA,2012,Purdue Pharma LP,0.0,Chet Steckler,Sumar Bieda,,,,,,,,,,
Iowa,IA,2012,Public Employment Relations Board (PERB),50.0,Jamie Van Fossen,James Riordan,,,,,,,,,,
Iowa,IA,2012,Property Casualty Insurers Assn. of America (PCI),30996.0,Capitol Edge,Mike St. Clair,Tom Fey,,,,,,,,,
Iowa,IA,2012,"Professional Solutions Insurance Services, Inc.",1912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,,,,,,,,,
Iowa,IA,2012,Professional Solutions Insurance Company,6912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,Craig Walter,,,,,,,,
Iowa,IA,2012,Professional Licensing Bureau,25.0,Shari Fett,,,,,,,,,,,
Iowa,IA,2012,Professional Educators of IA,0.0,Jim Hawkins,Rob Gray,,,,,,,,,,
Iowa,IA,2012,Professional Developers of IA (PDI),8774.6,Campbell/Patterson Consulting,Craig Patterson,Amy Campbell,,,,,,,,,
Iowa,IA,2012,Product Management Alliance,4766.85,Serlin Haley LLP,Daniel J. Connelly,,,,,,,,,,
Iowa,IA,2012,Printing Industry Midwest,0.0,David Radziej,Richard Clark,,,,,,,,,,
Iowa,IA,2012,Principal Financial Group,100132.0,Matthew Ahmann,Karen Hanson,Merle Pederson,Georgia Van Gundy,,,,,,,,
Iowa,IA,2012,Prevent Child Abuse IA,2725.0,Stephen Scott,,,,,,,,,,,
Iowa,IA,2012,Prevent Blindness IA,8500.0,Advocacy Strategies,Jennifer Schulte,Threase Harms,Kent Hartwig,,,,,,,,
Iowa,IA,2012,Prairie Meadows Racetrack and Casino,75000.0,"Skinner & Paschke, PLLC",Troy Skinner,Kellie Paschke,,,,,,,,,
Iowa,IA,2012,Polk County Medical Society,13000.0,PolicyWorks,Justin Hupfer,John Cacciatore,,,,,,,,,
Iowa,IA,2012,"Polk County Health Services, Inc.",0.0,Lynn Ferrell,,,,,,,,,,,
Iowa,IA,2012,Polk County Housing Trust Fund,0.0,n/a,,,,,,,,,,,
Iowa,IA,2012,Polk County Criminal Justice Coordinating Council,23500.0,Gary Sherzan,,,,,,,,,,,
Iowa,IA,2012,Polk County - Board of Supervisors,80000.0,Tom Whitney Law Offices,,,,,,,,,,,
Iowa,IA,2012,Polk County - Board of Supervisors,18000.0,Brian Johnson,Jamie Cashman,,,,,,,,,,
Iowa,IA,2012,Plumbers and Steam Fitters Local 33,17500.0,Policy Works,,,,,,,,,,,
Iowa,IA,2012,Planned Parenthood of the Heartland,23022.14,Kyle Carlson,Amanda Kimber Kelinson,,,,,,,,,,
Iowa,IA,2012,Piper Jaffray,25000.0,Piper Consulting Services,,,,,,,,,,,
Iowa,IA,2012,Piper Consulting,0.0,Emily PIper,Erica Shannon-Stueve,,,,,,,,,,
Iowa,IA,2012,Phoenix Recycling,0.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2012,"Pheasants Forever, Inc., and Affiliate Councils & Chapters",0.0,James Wooley,Matthew O'Connor,John Linquist,Mike Schmitz,,,,,,,,
Iowa,IA,2012,Pharmaceutical Research and Manufacturers of America (PhRMA),63362.700000000004,Linda Caroll-Shern,Cal Hultman,,,,,,,,,,
Iowa,IA,2012,Pfizer Inc. c/o Nielsen Merksamer et al,35718.0,Jim DeMay,Frank Burns,"Advocacy Strategies, LLC",Jennifer Schulte,Kyle Frette,Kent Hartwig,Threase Harms,Blue Sky Alliances,Andrea Jansa,Susan Fenton,Joe Shannahan,
Iowa,IA,2012,Pew Charitable Trusts,67606.51000000001,Policy Works,Karen Kavanaugh,Ingrid Stegemoeller,John Cacciatore,Justin Hupfer,Lynzey Tharp,Stephanie Rubin,,,,,
Iowa,IA,2012,Petroleum Marketers Management Insurance Company (PMMIC),10000.0,Feltner & Heller,Paula Feltner,Michael Heller,,,,,,,,,
Iowa,IA,2012,Petroleum Marketers and Convenience Stores of IA,60000.0,Mona Bond,"Skinner & Paschke, PLLC",Troy Skinner,Kellie Paschke,,,,,,,,
Iowa,IA,2012,Personal Interest - Keith Luchtel,0.0,Keith Luchtel,,,,,,,,,,,
Iowa,IA,2012,Personal Interest,0.0,Cynthia Turkle,,,,,,,,,,,
Iowa,IA,2012,"Per Mar, Inc.",1000.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2012,"Penn National Gaming, Inc.",48000.0,Paula Feltner,Michael Heller,,,,,,,,,,
Iowa,IA,2012,Peninsula Gaming LLC & its subsidiaries Dubuque Diamond Jo & Diamond Jo Worth,60000.0,Mark Joyce,Maggie Fitzgerald,Jerry Fitzgerald,,,,,,,,,
Iowa,IA,2012,Pella Corporation,4500.0,Myron Linn,,,,,,,,,,,
Iowa,IA,2012,PDHI,0.0,Shawn Sherman,,,,,,,,,,,
Iowa,IA,2012,"Pattison Sand Company, L.L.C.",0,BrownWinick & Steve Schoenebaum,,,,,,,,,,,
Iowa,IA,2012,"Pattison Bros. Mississippi River Terminal, Inc.",0,BrownWinick law firm,Steven C. Schoenebaum,,,,,,,,,,
Iowa,IA,2012,Patterson Law Firm LLP,0.0,Fred Haskins,,,,,,,,,,,
Iowa,IA,2012,Patriot Outreach,0.0,Lee Booton,,,,,,,,,,,
Iowa,IA,2012,Palmer College of Chiropractic,0.0,Hultman Company,Cal Hultman,Mary Hultman,Kirk Triplett,,,,,,,,
Iowa,IA,2012,Pacific Battleship Center,25000.0,"Avenson, Oakley & Cope Consult",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2012,Outdoor Advertisers Assn. of IA,12000.0,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2012,Outcomes Pharmaceutical Health Care,39592.0,"Karen Sisson, Esq.",Molly Dolan,,,,,,,,,,
Iowa,IA,2012,Otis Elevator Company,6750.0,PolicyWorks,Justin Hupfer,John Cacciatore,,,,,,,,,
Iowa,IA,2012,Orchard Place,15503.75,"Avenson, Oakley & Cope",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2012,"Optimae Life Services, Inc.",5000.0,BrownWinick,,,,,,,,,,,
Iowa,IA,2012,One IA,56000.0,Sandra Jaques,Thomas Jochum,,,,,,,,,,
Iowa,IA,2012,"On With Life, Inc.",4022.4,"Carney & Appleby, PC",George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,
Iowa,IA,2012,"Ombudsman, State of IA/Citizens' Aide",4586.0,Ruth Cooperrider,,,,,,,,,,,
Iowa,IA,2012,"Ombudsman, State of IA/Citizens' Aide",3864.0,Andy Teas,,,,,,,,,,,
Iowa,IA,2012,Okoboji Tourism Committee,6250.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,,,,,,,,,
Iowa,IA,2012,Office of Polk County Treasurer,9517.5,Ben Lacey,,,,,,,,,,,
Iowa,IA,2012,Office of Consumer Advocate,0,Consumer Advocate,Mark R. Schuling,Jennifer Easler,Ronald C. Polle,,,,,,,,
Iowa,IA,2012,Nuclear Energy Institute,125.0,Marshall Cohen,,,,,,,,,,,
Iowa,IA,2012,NPI,1000.0,"Carney@Appleby, P.L.C.",Jim Carney,Jenny Tyler,George Appleby,,,,,,,,
Iowa,IA,2012,Novartis Pharmaceuticals Corporation,0.0,Vaun Olhausen,,,,,,,,,,,
Iowa,IA,2012,Northwest Iowa Community College,0.0,Alethea Stubbe,Jan Snyder,,,,,,,,,,
Iowa,IA,2012,Northeast IA Community College,2660.0,Tracy Kruse,Wendy Mihm-Herold,Liang Chee Wee,,,,,,,,,
Iowa,IA,2012,North IA Area Community College,21237.95,Debra Derr,Michele Appelgate,IACCT,,,,,,,,,
Iowa,IA,2012,North Central States Regional Council of Carpenters,7203.0,Kevin Hilton,,,,,,,,,,,
Iowa,IA,2012,Noridian Mutual Insurance Company,6625.0,BrownWinick,,,,,,,,,,,
Iowa,IA,2012,NextEra Energy,40500.0,Brian Johnson,Jamie Cashman,,,,,,,,,,
Iowa,IA,2012,NextEra Energy,400.0,"Brown, Winick, et al",,,,,,,,,,,
Iowa,IA,2012,New Link Genetics,30000.0,David Adelman,Frank Chiodo,,,,,,,,,,
Iowa,IA,2012,NECA - IA (NEC),15000.0,Brian Johnson,Jamie Cashman,,,,,,,,,,
Iowa,IA,2012,"NCMIC Insurance Services, Inc.",6912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,Craig Walter,,,,,,,,
Iowa,IA,2012,NCMIC Insurance Company,1912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,,,,,,,,,
Iowa,IA,2012,"NCCI, Inc.",0.0,Roy Wood,,,,,,,,,,,
Iowa,IA,2012,Nationwide Mutual Ins. Co.,11500.0,Brown Winick Graves Gross,Adam Gregg,Marc Beltrame,,,,,,,,,
Iowa,IA,2012,Nationwide Agribusiness,11500.0,Brown Winick Graves Gross,Adam Gregg,Marc Beltrame,,,,,,,,,
Iowa,IA,2012,"National Shooting Sports Foundation, Inc.",12500.0,"Davis, Brown Law Firm",Thomas Stanberry,Jessica Harder,,,,,,,,,
Iowa,IA,2012,National Tobacco Company LP,35000.0,Mark Joyce,Jerry Fitzgerald,Maggie Fitzgerald,,,,,,,,,
Iowa,IA,2012,National Rifle Assn. of America,25313.25,Christopher Rager,,,,,,,,,,,
Iowa,IA,2012,National Popular Vote,20000.0,David Adelman,Frank Chiodo,,,,,,,,,,
Iowa,IA,2012,National Multiple Sclerosis Society-Upper Midwest Chapter,5000.0,Advocacy Strategies,Kent Hartwig,Threase Harms,Jennifer Schulte,,,,,,,,
Iowa,IA,2012,National Federation of Independent Business (NFIB /IA),50000.0,Kristin Kunert,,,,,,,,,,,
Iowa,IA,2012,National Career Assessment Services,0.0,Larry Murphy,,,,,,,,,,,
Iowa,IA,2012,National Association of Public Insurance Adjusters (NAPIA),400.0,Nyemaster Goode PC,Keith Luchtel,Paula Dierenfeld,Scott Sundstrom,Brad Epperly,,,,,,,
Iowa,IA,2012,"National Assn. of Social Workers, IA. Chapter",6950.0,Lyle Krewson,Kelli Soyer,,,,,,,,,,
Iowa,IA,2012,"National Assn. of Professional Surplus Lines Offices, Ltd.",3000.0,Patterson Law Firm,Fred Haskins,,,,,,,,,,
