State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Iowa,IA,2016,ValueOptions,0.0,Cornerstone Government Affairs,,,,,,,,,,,
Iowa,IA,2016,Utility Management Organizations of Iowa,2000.0,James Obradovich,Peter McRoberts,Robert Bob Mulqueen,,,,,,,,,
Iowa,IA,2016,Urbandale-Windsor Heights Sanitary District,7500.0,Robert Rafferty,,,,,,,,,,,
Iowa,IA,2016,Urban Education Network of Iowa,70000.0,Margaret Buckton,Lewis,,,,,,,,,,
Iowa,IA,2016,Urban County Coalition,80000.0,L&L Murphy Consulting,Larry Murphy,Gary Grant,Meghan Malloy,,,,,,,,
Iowa,IA,2016,UPS,28300.0,Kimberly Bonhart,Matt Eide/John Pederson,,,,,,,,,,
Iowa,IA,2016,University of Phoenix,48600.0,Nyemaster Goode Law Firm,Brad Epperly,Paula Diernfeld,Scott Sundstrom,,,,,,,,
Iowa,IA,2016,UnityPoint Health,100000.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Frank Chiodo,,,,,,,,
Iowa,IA,2016,United Ways of Iowa,25032.0,Matt Eide,John Pederson,Kelly Nuckolls,Kate Walton,Sarah Ramsey,,,,,,,
Iowa,IA,2016,United Way of Central Iowa,15015.88,Matt Eide,John Pederson,Kelly Nuckolls,Kate Walton,Sarah Ramsey,,,,,,,
Iowa,IA,2016,United States Hockey League,12000.0,Paula Feltner,Michael Heller,,,,,,,,,,
Iowa,IA,2016,United States Fireworks Safety Commission,10000.0,Chrstopher Rants,,,,,,,,,,,
Iowa,IA,2016,United Professionals/UE,6000.0,James Obradovich,,,,,,,,,,,
Iowa,IA,2016,"United Healthcare Services, Inc.",48971.42,Brendan Hostetler,Frank Chiodo/Scott Newhard,,,,,,,,,,
Iowa,IA,2016,Union Pacific Railroad,39166.18,Triplett Enterprises Ltd.,- Michael Triplett,- Eric Goranson,- Karla Fultz McHenry,Kelli O'Brien,,,,,,,
Iowa,IA,2016,"UCB, Inc.",0.0,Tracey Gasperi,Joseph Lotus,,,,,,,,,,
Iowa,IA,2016,Uber Technologies,18000.0,Leor Reef,Carla Jacobs,Michael White,Eide & Heisinger LLC,Matt Eide,John Pederson,Kelly Nuckolls,Kate Walton,Triplett Enterprises Ltd,Michael Triplett,,
Iowa,IA,2016,U.S. Justice Action Network,46000.0,LS2group,Susan Severino Fenton,Jeff Boeyink,Charlotte Eby,Mark Joyce,,,,,,,
Iowa,IA,2016,U.S. Cellular,49200.0,Brian Johnson,Craig Walter,,,,,,,,,,
Iowa,IA,2016,"Tyson Foods, Inc.",36000.0,Matt Eide,John Pederson,Kelly Nuckolls,,,,,,,,,
Iowa,IA,2016,Truckstops of Iowa,24429.81,Robert Rafferty,,,,,,,,,,,
Iowa,IA,2016,Travel Federation of Iowa,19150.4,Campbell/Patterson Consulting,Amy Campbell,Craig Patterson,,,,,,,,,
Iowa,IA,2016,Trans Iowa,10000.0,"Capitol Strategies Group, Inc.",,,,,,,,,,,
Iowa,IA,2016,Town Financial,0.0,Jim Carney,Jennifer Tyler,Doug Struyk,Shannon Henson,George Appleby,,,,,,,
Iowa,IA,2016,"TOMRA of North America, Inc.",30625.0,BrownWinick,,,,,,,,,,,
Iowa,IA,2016,"TMS Management Group, Inc",13125.0,Don Avenson,Tom Cope,Brice Oakley,,,,,,,,,
Iowa,IA,2016,The Rasmussen Group,0.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Scott Newhard,Frank Chiodo,,,,,,,
Iowa,IA,2016,The Preservation of Rural Iowa Alliance,0.0,Justin LaVan,,,,,,,,,,,
Iowa,IA,2016,The Nature Conservancy,31562.42,Carney and Appleby-Doug Struyk,Kristin Aschenbrenner,,,,,,,,,,
Iowa,IA,2016,The Kraft Heinz Company,24000.0,Jeffrey Boeyink,,,,,,,,,,,
Iowa,IA,2016,The Israel Project,0.0,David Adelman,,,,,,,,,,,
Iowa,IA,2016,"The Iowa Clinic, P.C.",24000.0,Karla Fultz McHenry,,,,,,,,,,,
Iowa,IA,2016,The Iowa Academy of Trust and Estate Counsel,4202.5,Davis Brown Law Firm,Thomas Stanberry,Katherine Carlucci,Julie Smith,Timothy Coonan,,,,,,,
Iowa,IA,2016,The Innocence Project of Iowa,0.0,Brian Farrell,,,,,,,,,,,
Iowa,IA,2016,The Innocence Project,2500.0,Rafferty Group LLC,,,,,,,,,,,
Iowa,IA,2016,The Homestead,10000.0,Heartland Strategies,Larry Murphy,Gary Grant,Meghan Malloy,,,,,,,,
Iowa,IA,2016,The Hale Group,0.0,john hale,,,,,,,,,,,
Iowa,IA,2016,The Family Leader Foundation,8784.57,Chuck Hurley,Greg Baker,Denise Bubeck,Deborah Russell,Danny Carroll,,,,,,,
Iowa,IA,2016,The Family Leader,15440.719999999998,Deborah Russell,Tamara Scott,Chuck Hurley,Greg Baker,Danny Carroll,Denise Bubeck,,,,,,
Iowa,IA,2016,The Coves of Sundown Lake Owners Association,0,None,,,,,,,,,,,
Iowa,IA,2016,The Capitol Group,0.0,James Obradovich,Peter McRoberts,Robert Bob Mulqueen,,,,,,,,,
Iowa,IA,2016,The Alliance for Solar Choice,12500.0,Amy Heart,Fitzgerald & Associates,Maggie Smith-Fitzgerald,Jerry Fitzgerald,Matt Fitzgerald,Matt Everson,,,,,,
Iowa,IA,2016,"Telligen, formerly Iowa Foundation for Medical Care",33000.0,Matt Eide,John Pederson,Kelly Nuckolls,Kate Walton,,,,,,,,
Iowa,IA,2016,Technology Association of Iowa,30000.0,"Joyce Consulting, Inc.",Mark Joyce,,,,,,,,,,
Iowa,IA,2016,TEC Industries LLC,0.0,LS2group,,,,,,,,,,,
Iowa,IA,2016,Team Iowa,20000.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Frank Chiodo,,,,,,,,
Iowa,IA,2016,Teachers Insurance and Annuity Association (TIAA),42000.0,"Joyce Consulting, Inc.",Mark Joyce,Caren Lock,,,,,,,,,
Iowa,IA,2016,"Tassel Ridge Winery, LLC",0.0,None,,,,,,,,,,,
Iowa,IA,2016,Target Corp.,0.0,Lydia Bjorge,,,,,,,,,,,
Iowa,IA,2016,Tanager Place,18560.0,Sandra Jaques,Bob Rafferty,,,,,,,,,,
Iowa,IA,2016,Takeda Pharmaceuticals America,0.0,Michael Kapocius,Elizabeth Brunsvold,,,,,,,,,,
Iowa,IA,2016,Syngenta Crop Protection,10000.0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2016,Sunovion Pharmaceuticals Inc.,0.0,Nancy McKee,Robert Heinsch,,,,,,,,,,
Iowa,IA,2016,Summit Group,5000.0,RLW Strategies,Jeffrey Boeyink,Charlotte Eby,,,,,,,,,
Iowa,IA,2016,Storm Lake Citizens For Save the Lake,10000.0,Susan Cameron,,,,,,,,,,,
Iowa,IA,2016,Steven Schoenebaum-Personal Interest,0.0,Steven Schoenebaum,,,,,,,,,,,
Iowa,IA,2016,Steve Kruse Kennells,0.0,David Scott,,,,,,,,,,,
Iowa,IA,2016,State Public Policy Group,0.0,Gracie Brandsgard,Natalie Koerber,Arlinda McKeen,Jerry Addy,,,,,,,,
Iowa,IA,2016,State Public Defender's Office,20704.0,Kurt Swaim,,,,,,,,,,,
Iowa,IA,2016,State Police Officers Council,30416.0,PolicyWorks,John Cacciatore,Christopher Rants,Lon Anderson,,,,,,,,
Iowa,IA,2016,State Farm Insurance,32850.0,craig walter,brain johnson,,,,,,,,,,
Iowa,IA,2016,SSAB (f/k/a IPSCO Steel),6000.0,"Carney & Appleby, P.L.C.",#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,,,,,,
Iowa,IA,2016,Sprint,0.0,0,,,,,,,,,,,
Iowa,IA,2016,"Southwest Iowa Renewable Energy, LLC",0.0,Davis Brown Law Firm,Thomas Stanberry,William Hanigan,Katherine Carlucci,,,,,,,,
Iowa,IA,2016,Southeastern Community College,1017.76,Dr. Michael Ash,,,,,,,,,,,
Iowa,IA,2016,South Western Community College (SWCC),9900.0,Fitzgerald & Associates,Jerry Fitzgerald,Maggie Smith-Fitzgerald,Matt Fitzgerald,,,,,,,,
Iowa,IA,2016,South Western Community College (SWCC),9900.0,Consulting & Marketing Assoc.,including Jerry Fitzgerald &,Maggie Fitzgerald,Matt Fitzgerald,Tom Lesan,Barb Crittenden,Beth Kulow,,,,,
Iowa,IA,2016,South Central Iowa Federation of Labor AFL-CIO,0.0,Mark Cooper,,,,,,,,,,,
Iowa,IA,2016,SolarCity,7350.63,Elizabeth Pearlman,,,,,,,,,,,
Iowa,IA,2016,Society of Land Surveyors of Iowa,20000.0,David Scott,,,,,,,,,,,
Iowa,IA,2016,"Smithfield Foods, Inc.",42000.0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2016,SMART-Transportation Division,0.0,Jim Garrett,,,,,,,,,,,
Iowa,IA,2016,SMART Sheet Metal Local 91,0.0,Jim Garrett,,,,,,,,,,,
Iowa,IA,2016,SMART Sheet Metal Local 45,0.0,Jim Garrett,,,,,,,,,,,
Iowa,IA,2016,SMART Sheet Metal Local 263,0.0,Jim Garrett,,,,,,,,,,,
Iowa,IA,2016,Smart Growth Coalition,18000.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Frank Chiodo,,,,,,,,
Iowa,IA,2016,Siouxland Chamber of Commerce,0.0,Barbara Sloniker,,,,,,,,,,,
Iowa,IA,2016,Shire,6750.0,"Avenson, Oakley & Cope Consult",Don Avenson,Tom Cope,Brice Oakley,,,,,,,,
Iowa,IA,2016,Sheet Metal Contractors of Iowa,12000.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Frank Chiodo,,,,,,,,
Iowa,IA,2016,Scientific Games International,54450.0,BrownWinick,Marc Beltrame,Matthew McKinney,RG Schwarm,,,,,,,,
Iowa,IA,2016,School Administrators of Iowa,68894.0,Roark Horn,Matt Carver,Tom Narak,,,,,,,,,
Iowa,IA,2016,"SCE Partners, LLC",10000.0,LS2roup,Jeffrey Boeyink,Susan Fenton,Charlotte Eby,,,,,,,,
Iowa,IA,2016,Save the Children Action Network,7500.0,Cornerstone Government Affairs,Frank Chiodo,Matt Hinch,David Adelman,,,,,,,,
Iowa,IA,2016,Save the Children Action Network,2400.17,Jennifer Jenkins,John Monsif,E.J. Wallace,Roy Chrobocinski,,,,,,,,
Iowa,IA,2016,SAS Institute Inc.,18000.0,RLW Strategies,Jeffrey Boeyink,,,,,,,,,,
Iowa,IA,2016,Sanofi US/MultiState,16000.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Frank Chiodo,Scott Newhard,,,,,,,
Iowa,IA,2016,Sanofi US,8535.0,Russell Sobotta,John Kirby,Emily Ahrens,,,,,,,,,
Iowa,IA,2016,Samoyed Club of Iowa,0.0,Steven Exline,,,,,,,,,,,
Iowa,IA,2016,Safelink,17850.0,Carney & Appleby,,,,,,,,,,,
Iowa,IA,2016,Sac & Fox Tribe of the Mississippi in Iowa,0.0,Cornerstone Government Affairs,David Adelman,Matt Hinch,Frank Chiodo,,,,,,,,
Iowa,IA,2016,Sac & Fox Tribe of the Mississippi in Iowa,144000.0,Thomas J.Jochum,,,,,,,,,,,
Iowa,IA,2016,Rural School Advocates of Iowa,20900.8,"ISFIS, Inc.",Margaret Buckton,,,,,,,,,,
Iowa,IA,2016,"Ruan, Inc.",18000.0,LS2group,Jeffrey Boeyink,Susan Fenton,Charlotte Eby,,,,,,,,
Iowa,IA,2016,RSM US LLP,18000.0,Heartland Strategies,Larry Murphy,Gary Grant,Meghan Malloy,,,,,,,,
Iowa,IA,2016,"Rockwell Collins, Inc.",17403.0,Cindy Dietz,,,,,,,,,,,
Iowa,IA,2016,RJ Thomas Mfg Co,12500.0,inSight Communications,Christopher Rants,John Cacciatore,,,,,,,,,
Iowa,IA,2016,Riverside Casino And Golf Resort,0.0,Cornerstone Government Affairs,David Adelman,Frank Chiodo,Matt Hinch,Scott Newhard,,,,,,,
Iowa,IA,2016,Resources for Human Development,0,Heartland Strategies,Larry Murphy,Gary Grant,Meghan Malloy,,,,,,,,
Iowa,IA,2016,Renewable Energy Group (REG),30000.0,Kent Hartwig,Scot Hedderich,Katie Stanley,,,,,,,,,
Iowa,IA,2016,RELX Inc.,40720.04,Jim Carney,Jennifer Tyler,Doug Struyk,Shannon Henson,George Appleby,,,,,,,
Iowa,IA,2016,Reaching Higher Iowa,30500.0,BrownWinick,,,,,,,,,,,
Iowa,IA,2016,Rathbun Regional Water Association,9000.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2016,RAI Service Co.,66416.95999999999,Charles W. Hutchins $ Assoc.,(Susan Comeron),Kingland Consulting LLC,(Jennifer Kingland),Cassie Folk,,,,,,,
Iowa,IA,2016,Racom Corporation,0.0,brown winick,,,,,,,,,,,
Iowa,IA,2016,Raccoon River Watershed Association,0.0,mike delaney,,,,,,,,,,,
Iowa,IA,2016,Quality Plus Manufacturing,0,Heartland Strategies,Larry Murphy,Gary Grant,Meghan Malloy,,,,,,,,
Iowa,IA,2016,Purdue Pharma LP,0.0,Cassaundra Johnson,Sumar Bieda,,,,,,,,,,
Iowa,IA,2016,Public Employment Relations Board (PERB),1961.4,Mike Cormack,Jamie Van Fossen,Note- these are prorated,figures of time of annual,salaries and not additional,payment for this work.,,,,,,
Iowa,IA,2016,Protect Our Private Property Rights,1000.0,Sarah Thorn,,,,,,,,,,,
Iowa,IA,2016,"Prospect Meadows, Inc.",10000.0,Heartland Strategies,Larry Murphy,Gary Grant,Meghan Malloy,,,,,,,,
Iowa,IA,2016,Property Casualty Insurers Association of America (PCI),30996.0,Mike St. Clair,Thomas Fey,,,,,,,,,,
Iowa,IA,2016,Project IOWA,0.0,Stephen W. Roberts,,,,,,,,,,,
Iowa,IA,2016,Project IOWA,0.0,Stephen Roberts,,,,,,,,,,,
Iowa,IA,2016,"Professional Solutions Insurance Services, Inc.",2125.0,Michael Whitmer,Rod Warren,Emily Harper,Matt Gustafson,,,,,,,,
Iowa,IA,2016,Professional Solutions Insurance Company,7125.0,Emily Harper,Matt Gustafson,Michael Whitmer,Rod Warren,Craig Walter,,,,,,,
Iowa,IA,2016,Professional Educators of Iowa,7862.0,Mark Felderman,Joel Illian,,,,,,,,,,
Iowa,IA,2016,Professional Developers of Iowa (PDI),9997.0,Campbell/Patterson Consulting,Amy Campbell,Craig Patterson,,,,,,,,,
Iowa,IA,2016,Principal Financial Group,86600.0,Matthew Ahmann,Catherine Drexler,Merle Pederson,Georgia Van Gundy,,,,,,,,
Iowa,IA,2016,Prevent Child Abuse Iowa,1652.85,"Stephen Scott, PCA Iowa",,,,,,,,,,,
Iowa,IA,2016,Prevent Blindness Iowa,8531.0,Advocacy Strategies,Threase Harms,Dane Schumann,Emily Hockins,,,,,,,,
Iowa,IA,2016,Prevent Blindness Iowa,8531.0,Advocacy Strategies,Threase Harms,Dane Schumann,Emily Hockins,Kent Hartwig,,,,,,,
Iowa,IA,2016,Prairie Meadows Racetrack and Casino,79568.0,Skinner & Paschke PLLC,Troy Skinner,Kellie Paschke,,,,,,,,,
Iowa,IA,2016,Polk County Medical Society,15.6,PolicyWorks,John Cacciatore,Lon Anderson,,,,,,,,,
Iowa,IA,2016,Polk County Criminal Justice Coordinating Council,37680.0,Gary Sherzan,,,,,,,,,,,
Iowa,IA,2016,Polk County - Board of Supervisors,22500.0,Brian Johnson,,,,,,,,,,,
Iowa,IA,2016,Polk County - Board of Supervisors,22500.0,Amy Campbell,,,,,,,,,,,
Iowa,IA,2016,Polaris Industries,9000.0,Nyemaster Goode,Brad Epperly,Scott Sundstrom,Paula Dierenfeld,,,,,,,,
Iowa,IA,2016,"POET, LLC",57165.69,Matt Eide,John Pederson,Kelly Nuckolls,,,,,,,,,
Iowa,IA,2016,"PNI, Inc",0,"Wasker,Dorr,Wimmer&Marcouiller",William Wimmer,Angela Davis,,,,,,,,,
Iowa,IA,2016,"Plymouth Energy, L.L.C.",0.0,Davis Brown Law Firm,Thomas Stanberry,William Hanigan,Katherine Carlucci,,,,,,,,
Iowa,IA,2016,Plumbers and Steam Fitters Local 33,34980.63,PolicyWorks,John Cacciatore,Christopher Rants,Jon Murphy,Justin Hupfer,,,,,,,
Iowa,IA,2016,Planned Parenthood Voters of Iowa,3998.97,Erin Davison-Rippey,Kylie Gottschalk,Erin Cubit,,,,,,,,,
Iowa,IA,2016,Planned Parenthood of the Heartland,3998.99,Erin Davison-Rippey,Kylie Gottschalk,Erin Cubit,,,,,,,,,
Iowa,IA,2016,Piper Consulting,0.0,N/A,,,,,,,,,,,
Iowa,IA,2016,Phoenix Renewable Resources,13500.0,Jim Henter,Anthony Colosimo,,,,,,,,,,
Iowa,IA,2016,Pharmaceutical Research and Manufacturers of America (PhRMA),48800.0,Linda Carroll-Shern,RLW Strategies,Jeffrey Boeyink,Mark Joyce,,,,,,,,
Iowa,IA,2016,Pharmaceutical Care Management Association,24000.0,Carney & Appleby Law,Jim Carney,Jennifer Tyler,Doug Struyk,Shannon Henson,George Appleby,,,,,,
Iowa,IA,2016,Phantom Fireworks,0.0,See BJ Allen Company,,,,,,,,,,,
Iowa,IA,2016,Pfizer Inc. c/o Nielsen Merksamer et al,56717.4,James Demay,"Skinner & Paschke, PLLC",Kellie Paschke,Troy Skinner,,,,,,,,
Iowa,IA,2016,Petroleum Marketers Management Insurance Company (PMMIC),10000.0,Paula Feltner,Michael Heller,,,,,,,,,,
Iowa,IA,2016,Petroleum Marketers and Convenience Stores of Iowa,40000.0,Skinner & Paschke PLLC,Troy Skinner,Kellie Paschke,,,,,,,,,
Iowa,IA,2016,Personhood Iowa,0.0,Tim Overlin,Danny Carroll,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Tom Cope,0.0,Tom Cope,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Tom and Rhonda Brakke,107.5,BrownWinick,Matthew McKinney,Marc Beltrame,RG Schwarm,,,,,,,,
Iowa,IA,2016,Personal Interest-Terry Harrmann,0.0,Terry Harrmann,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Tamara Haught,0.0,Tamara Haught,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Sue Lerdal,0.0,sue lerdal,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Sheila Hansen,0.0,Sheila Hansen,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Shane Griffin,0.0,None,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Marc Beltrame,0.0,Marc Beltrame,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Lynh Patterson,0.0,Lynh Patterson,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Lana Shope,0.0,Lana Shope,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Keith Luchtel,0.0,Keith Luchtel,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Julie Smith,0.0,Julie Smith,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-JoAnn Johnson,0.0,JoAnn Johnson,This report reflects the,"period from July1, 2015-",29-Jan-16,,,,,,,,
Iowa,IA,2016,Personal Interest-Jill Altringer,0.0,Jill Altringer,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Cynthia Turkle,0.0,Cynthia Turkle,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Connie Ryan,0.0,Connie Ryan,,,,,,,,,,,
Iowa,IA,2016,Personal interest-Carlos Jayne,0.0,Carlos Jayne,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Brice Oakley,0,Brice Oakley,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Brianna Farber,0.0,Brianna Farber,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Brian Johnson,0.0,Brian Johnson,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Anthony Carroll,0.0,Anthony Carroll,,,,,,,,,,,
Iowa,IA,2016,Personal Interest-Amy Campbell,0.0,Amy Campbell,,,,,,,,,,,
Iowa,IA,2016,Pella Corporation,4560.0,Myron Linn,,,,,,,,,,,
Iowa,IA,2016,"Pattison Sand Company, L.L.C.",10000.0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2016,"Pattison Bros. Mississippi River Terminal, Inc.",0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2016,Patterson Law Firm LLP,0.0,Patterson Law Firm LLP,,,,,,,,,,,
Iowa,IA,2016,Partnership for a New American Economy AF,5000.0,Andrew Conlin,Sandra Jaques,,,,,,,,,,
Iowa,IA,2016,Pacific Battleship Center,25000.0,"Avenson, Oakley & Cope Consult",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2016,Outdoor Advertising Association of Iowa,19000.0,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2016,"Ord Enterprises, Ltd.",7500.0,RLW Strategies LLC,LARRY BLIXT,,,,,,,,,,
Iowa,IA,2016,Orchard Place,15750.0,"Avenson, Oakley, & Cope",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2016,Optimum Renewables,0.0,James Obradovich,,,,,,,,,,,
