State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Iowa,IA,2015,State Police Officers Council,29246.0,PolicyWorks,John Cacciatore,Lon Anderson,Jon Murphy,Justin Hupfer,,,,,,,
Iowa,IA,2015,State Farm Insurance,32670.0,craig walter,brain johnson,,,,,,,,,,
Iowa,IA,2015,SSAB (f/k/a IPSCO Steel),6017.0,"Carney & Appleby, P.L.C.",#NAME?,#NAME?,#NAME?,#NAME?,,,,,,,
Iowa,IA,2015,Sprint,26250.0,Kim Haus,,,,,,,,,,,
Iowa,IA,2015,"Southwest Iowa Renewable Energy, LLC",9992.16,Davis Brown Law Firm,Thomas Stanberry,William Hanigan,Katherine Carlucci,,,,,,,,
Iowa,IA,2015,Southeastern Community College,965.11,Dr. Michael Ash,,,,,,,,,,,
Iowa,IA,2015,South Western Community College (SWCC),9900.0,Fitzgerald and Associates,Jerry Fitzgerald,Maggie Fitzgerald,Matt Fitzgerald,,,,,,,,
Iowa,IA,2015,South Western Community College (SWCC),9900.0,Consulting & Marketing Assoc.,including Jerry Fitzgerald &,Maggie Fitzgerald,Tom Lesan,Barb Crittenden,Beth Kulow,,,,,,
Iowa,IA,2015,South Central Iowa Federation of Labor AFL-CIO,0.0,Mark Alan Cooper,,,,,,,,,,,
Iowa,IA,2015,Society of Land Surveyors of IA,15000.0,David Scott,,,,,,,,,,,
Iowa,IA,2015,"Smithfield Foods, Inc.",42000.0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2015,SMART-Transportation Division,0.0,Jim M. Garrett,,,,,,,,,,,
Iowa,IA,2015,Smart Growth Coalition,15000.0,Cornerstone Government Affairs,David Adelman,Frank Chiodo,,,,,,,,,
Iowa,IA,2015,Siouxland Chamber of Commerce,0.0,Barbara Sloniker,,,,,,,,,,,
Iowa,IA,2015,Siouxland Chamber of Commerce,0.0,Sam Wagner,,,,,,,,,,,
Iowa,IA,2015,Siouxland Chamber of Commerce,0.0,Christopher McGowan,,,,,,,,,,,
Iowa,IA,2015,Sioux City Entertainment,10000.0,LS2group,Susan Fenton,Jeff Boeyink,Charlotte Eby,,,,,,,,
Iowa,IA,2015,Silos and Smokestacks,0,Donald P. Short,,,,,,,,,,,
Iowa,IA,2015,Sheet Metal Contractors of IA,18000.0,Cornerstone Government Affairs,David Adelman,Frank Chiodo,,,,,,,,,
Iowa,IA,2015,Scientific Games International,55000.0,BrownWinick,Marc Beltrame,Matthew McKinney,RG Schwarm,,,,,,,,
Iowa,IA,2015,School Administrators of IA,64002.0,Daniel Smith,Tom Narak,Matt Carver,,,,,,,,,
Iowa,IA,2015,Save the Children Action Network,2202.5,Mark Shriver,E.J. Wallace,John Monsif,Jennifer Jenkins,,,,,,,,
Iowa,IA,2015,Satellite Broadcasting and Communications Assn.,0.0,Craig Schoenfeld,,,,,,,,,,,
Iowa,IA,2015,SAS Institute Inc.,18000.0,LS2Group,Jeffrey Boeyink,,,,,,,,,,
Iowa,IA,2015,Sanofi US,0.0,Emily Ahrens,Russell Sobotta,,,,,,,,,,
Iowa,IA,2015,Samoyed Club of Iowa,0.0,Steven Exline,,,,,,,,,,,
Iowa,IA,2015,Safelink,22950.0,"Carney &  Appleby, P.L.C.",Jim Carney,Jennifer Tyler,Doug Struyk,George Appleby,,,,,,,
Iowa,IA,2015,Sac & Fox Tribe of the Mississippi in IA,144000.0,Thomas J. Jochum,,,,,,,,,,,
Iowa,IA,2015,Rural School Advocates of Iowa,20000.0,Margaret Buckton,,,,,,,,,,,
Iowa,IA,2015,"Ruan, Inc.",5000.0,LS2group,Charlotte Eby,Susan Fenton,Jeffrey Boeyink,,,,,,,,
Iowa,IA,2015,"Rockwell Collins, Inc.",13956.75,Cindy Dietz,,,,,,,,,,,
Iowa,IA,2015,Road Sprinkler Fitters Local 669 U.A.,0.0,Bernard Murphy,,,,,,,,,,,
Iowa,IA,2015,RJ Thomas Mfg Co,10000.0,inSight Communications,,,,,,,,,,,
Iowa,IA,2015,RJ Thomas Mfg Co,10000.0,Christopher Rants,,,,,,,,,,,
Iowa,IA,2015,Riverside Casino And Golf Resort,25000.0,PRI/NC Consuling,Frank Chiodo,Scott Newhard,,,,,,,,,
Iowa,IA,2015,Riverside Casino And Golf Resort,25000.0,PRI/NC Consulting,Frank Chido,Scott Hewhard,,,,,,,,,
Iowa,IA,2015,Resources for Human Development,4000.0,L&L Murphy Consulting,Larry Murphy,Gary Grant,,,,,,,,,
Iowa,IA,2015,Renewable Energy Group (REG),38000.0,Scott Hedderich,Katie DeVore,,,,,,,,,,
Iowa,IA,2015,Reed Elsevier Inc.,40008.0,Carney & Appleby,George Appleby,Jim Carney,Jennifer Tyler,Doug Struyk,,,,,,,
Iowa,IA,2015,"Redflex Traffic Systems, Inc.",0.0,BrownWinick Law Firm,Marc Beltrame,Matthew McKinney,,,,,,,,,
Iowa,IA,2015,Recreation Vehicle Industry Assn.,35000.0,Jessica Harder,,,,,,,,,,,
Iowa,IA,2015,Rebuild IA Coalition,0.0,Chad Kleppe,,,,,,,,,,,
Iowa,IA,2015,Reaching Higher IA,5857.5,BrownWinick Law Firm,Marc Beltrame,RG Schwarm,Matthew McKinney,,,,,,,,
Iowa,IA,2015,Rathbun Regional Water Assn.,9000.0,Emily Piper,,,,,,,,,,,
Iowa,IA,2015,RAI Service Co.,57389.240000000005,Charles W. Hutchins & Assoc.,(Susan Sameron),Kingland Consulting LLC,(Jennifer Kingland),Cassie Folk,,,,,,,
Iowa,IA,2015,Racom Corporation,0.0,BrownWinick,,,,,,,,,,,
Iowa,IA,2015,Raccoon River Watershed Assn.,0.0,Michael Delaney,,,,,,,,,,,
Iowa,IA,2015,Quad Cities Chamber of Commerce,0.0,Scott VanDeWoestyne,,,,,,,,,,,
Iowa,IA,2015,Purdue Pharma LP,0.0,Sumar Bieda,,,,,,,,,,,
Iowa,IA,2015,Public Employment Relations Board (PERB),0.0,none,,,,,,,,,,,
Iowa,IA,2015,"Prospect Meadows, Inc.",11000.0,Heartland Strategies,Larry Murphy,Gary Grant,,,,,,,,,
Iowa,IA,2015,Property Casualty Insurers Assn. of America (PCI),30996.0,Mike St. Clair,,,,,,,,,,,
Iowa,IA,2015,Project IOWA,0.0,Stephen W. Roberts,,,,,,,,,,,
Iowa,IA,2015,"Professional Solutions Insurance Services, Inc.",1912.5,Michael Whitmer,Rod Warren,Jacquie Anderson,,,,,,,,,
Iowa,IA,2015,Professional Solutions Insurance Company,6912.5,Michael whitmer,Rod Warren,Jacquie Anderson,Craig Walter,,,,,,,,
Iowa,IA,2015,Professional Educators of IA,11232.0,Mark Felderman,Joel Illian,,,,,,,,,,
Iowa,IA,2015,Professional Developers of IA (PDI),9679.4,Campbell/Patterson Consulting,Amy Campbell,Craig Patterson,,,,,,,,,
Iowa,IA,2015,Printing Industry Midwest,470.0,David Radziej,,,,,,,,,,,
Iowa,IA,2015,Principal Financial Group,77002.0,Matthew Ahmann,Catherine Drexler,Merle Pederson,Georgia Van Gundy,,,,,,,,
Iowa,IA,2015,"Prime Therapeutics, LLC",9333.24,David Root,,,,,,,,,,,
Iowa,IA,2015,Prevent Child Abuse IA,2850.0,Stephen Scott,,,,,,,,,,,
Iowa,IA,2015,Prevent Blindness IA,8500.0,Advocacy Strategies,Threase Harms,Kent Hartwig,Jake Oeth,,,,,,,,
Iowa,IA,2015,Prairie Meadows Racetrack and Casino,77250.0,"Skinner & Paschke, PLLC",Troy Skinner,Kellie Paschke,Dustin Noble,,,,,,,,
Iowa,IA,2015,Polk County Medical Society,15300.0,PolicyWorks,John Cacciatore,Lon Anderson,Jon Murphy,Justin Hupfer,,,,,,,
Iowa,IA,2015,Polk County Criminal Justice Coordinating Council,37680.0,Gary Sherzan,,,,,,,,,,,
Iowa,IA,2015,Polk County - Board of Supervisors,22000.0,Brian Johnson,Craig Walter,,,,,,,,,,
Iowa,IA,2015,Polk County - Board of Supervisors,22000.0,Amy Campbell,,,,,,,,,,,
Iowa,IA,2015,"POET, LLC",0.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Laura Book,,,,,,,,
Iowa,IA,2015,"PNI, Inc",0,"Wasker,Dorr,Wimmer&Marcouiller",William Wimmer,Angela Davis,,,,,,,,,
Iowa,IA,2015,"Plymouth Energy, L.L.C.",0.0,NA,,,,,,,,,,,
Iowa,IA,2015,"Plymouth Energy, L.L.C.",9992.16,Davis Brown Law Firm,Thomas Stanberry,William Hanigan,Katherine Carlucci,,,,,,,,
Iowa,IA,2015,Plumbers and Steam Fitters Local 33,31200.0,PolicyWorks,John Cacciatore,Justin Hupfer,Jon Murphy,,,,,,,,
Iowa,IA,2015,Planned Parenthood Voters of Iowa,3009.23,Erin Davison-Rippey,Mazie Stilwell,,,,,,,,,,
Iowa,IA,2015,Planned Parenthood of the Heartland,3009.24,Erin Davison-Rippey,Mazie Stilwell,,,,,,,,,,
Iowa,IA,2015,Piper Jaffray & Co.,0,none,,,,,,,,,,,
Iowa,IA,2015,Piper Consulting,2.75,Stephanie Crowley,,,,,,,,,,,
Iowa,IA,2015,Phoenix Renewable Resources,0.0,Anthony Colosimo,,,,,,,,,,,
Iowa,IA,2015,Phoenix Renewable Resources,7500.0,Jim Henter,,,,,,,,,,,
Iowa,IA,2015,Pharmaceutical Research and Manufacturers of America (PhRMA),18000.0,Linda Carroll-Shern,LS2Group,Jeffrey Boeyink,Mark Joyce,,,,,,,,
Iowa,IA,2015,Pharmaceutical Care Management Assn.,12000.0,"Carney & Appleby, PLC",Doug Struyk,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,
Iowa,IA,2015,Pfizer Inc. c/o Nielsen Merksamer et al,54453.229999999996,Jim DeMay,"Skinner & Paschke, PLLC",Kellie Paschke,Troy Skinner,Dustin Noble,Jennifer Kingland,,,,,,
Iowa,IA,2015,Petroleum Marketers Management Insurance Company (PMMIC),10000.0,"Feltner & Heller, Attorneys:",Paula Feltner,Michael Heller,,,,,,,,,
Iowa,IA,2015,Petroleum Marketers and Convenience Stores of IA,40000.0,"Skinner & Paschke, PLLC",Troy Skinner,Kellie Paschke,Dustin Noble,Dawn Carlson,,,,,,,
Iowa,IA,2015,Personhood IA,0.0,Danny Carroll,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Tom Cope,0.0,Tom Cope,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Tom and Rhonda Brakke,4650.0,BrownWinick,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Tamara Haught,0.0,Tamara Haught,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Sue Lerdal,0.0,sue lerdal,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Shane Griffin,0.0,Shane Griffin,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Keith Luchtel,0.0,Keith Luchtel,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-John Hadley,0.0,none,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-JoAnn Johnson,0.0,JoAnn Johnson,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Jill Altringer,0.0,Jill Altringer,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Cynthia Turkle,0.0,Cynthia Tukrkle,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Bridget Pargulski,0.0,myself,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Brice Oakley,0.0,Brice Oakley,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Brian Johnson,0.0,Brian Johnson,,,,,,,,,,,
Iowa,IA,2015,Personal Interest-Amy Campbell,0.0,Amy Campbell,,,,,,,,,,,
Iowa,IA,2015,"Penn National Gaming, Inc.",0.0,Not represented this year,,,,,,,,,,,
Iowa,IA,2015,Pella Corporation,3600.0,Myron R. Linn,,,,,,,,,,,
Iowa,IA,2015,Pawn America,0.0,None,,,,,,,,,,,
Iowa,IA,2015,"Pattison Sand Company, L.L.C.",0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2015,"Pattison Bros. Mississippi River Terminal, Inc.",0,BrownWinick,Steven Schoenebaum,,,,,,,,,,
Iowa,IA,2015,Patterson Law Firm LLP,0.0,Patterson Law Firm LLP,,,,,,,,,,,
Iowa,IA,2015,Pacific Battleship Center,6250.0,"Avenson, Oakley & Cope",,,,,,,,,,,
Iowa,IA,2015,Pacific Battleship Center,6250.0,"Avenson, Oakley & Cope Consult",Don Avenson,Tom Cope,Brice Oakley,,,,,,,,
Iowa,IA,2015,Outdoor Advertising Assn. of IA,6000.0,Capitol Edge,Mike St. Clair,Thomas Fey,,,,,,,,,
Iowa,IA,2015,Outcomes Incorporated,0.0,BrownWinick Law Firm,Matthew McKinney,Marc Beltrame,,,,,,,,,
Iowa,IA,2015,"Ord Enterprises, Ltd.",5000.0,LARRY BLIXT,,,,,,,,,,,
Iowa,IA,2015,Orchard Place,15750.0,"Avenson,Oakley,Cope Consulting",Don Avenson,Brice Oakley,Tom Cope,,,,,,,,
Iowa,IA,2015,"Optimae Life Services, Inc.",25000.0,Matthew McKinney,,,,,,,,,,,
Iowa,IA,2015,"OneMain Financial, formerly Citigroup Management Corp.",16000.0,"Carney & Appleby, PLC",Doug Struyk,GeorgeAppleby,Jim Carney,JenniferTyler,,,,,,,
Iowa,IA,2015,One Iowa Education Fund,363.48,Keenan Crow,,,,,,,,,,,
Iowa,IA,2015,"On With Life, Inc.",15025.0,"Carney & Appleby, PLC",(George Appleby),,,,,,,,,,
Iowa,IA,2015,Okoboji Tourism Committee,5000.0,"Eide & Heisinger, LLC",Matt Eide,John Pederson,Laura Book,,,,,,,,
Iowa,IA,2015,Office of Polk County Treasurer,11470.2,Ben Lacey,,,,,,,,,,,
Iowa,IA,2015,Office of Ombudsman,8802.3,Ruth Cooperrider,Andy Teas,,,,,,,,,,
Iowa,IA,2015,Office of Consumer Advocate,0,Office of Consumer Advocate,Mark R. Schuling,Jennifer C. Easler,Ronald C. Polle,,,,,,,,
Iowa,IA,2015,Oasis Legal Financial,36000.0,Fitzgerald and Associates,Jerry Fitzgerald,Maggie Fitzgerald,Matt Fitzgerald,,,,,,,,
Iowa,IA,2015,NPI,0.0,Doug Struyk,George Appleby,Jim Carney,Jennifer Tyler,,,,,,,,
