State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Virginia,VA,2013 - 2014,3M Corporation,100.0,Frederick P Helm,Marianne M Radcliff
Virginia,VA,2013 - 2014,"7-Eleven, Inc",1674.93,Charles R. Duvall Jr.,Tripp Perrin
Virginia,VA,2013 - 2014,"American Academy of Pediatrics, Va Chapter",3100.0,Aimee Perron Seibert,Lauren Bull Schmitt
Virginia,VA,2013 - 2014,American Cancer Society Cancer Action Netowrk,2550.0,Rebecca Bowers-Lanier
Virginia,VA,2013 - 2014,American Cancer Society Cancer Action Network,17345.22,Ann Vaughan
Virginia,VA,2013 - 2014,American Cancer Society Cancer Action Network,36927.3,Keenan Caldwell
Virginia,VA,2013 - 2014,American Chemical Society,1250.17,Kathryn Verona
Virginia,VA,2013 - 2014,American Civil Liberties Union of Virginia,56606.51,Claire G Gastanaga,Hope Amezquita,Aisha Michel,Frank Knaack,Katherine Greenier,Joseph Mark Montano
Virginia,VA,2013 - 2014,American Clinical Laboratory Association c/o MultiState Associates Inc.,21528.57,Michael Carlin,Mindy Williams Carlin
Virginia,VA,2013 - 2014,American Coalition of Clean Coal Electricity (ACCCE),2650.0,John T. Heard,Thornton L. Newlon,W Thomas Hudson
Virginia,VA,2013 - 2014,"American College of Nurse Midwives, Virginia Chapter",3050.0,Matthew P Stanley
Virginia,VA,2013 - 2014,"American Concrete Pavement Association, Mid-Atlantic Chapter",3611.82,Robert Rhodes Long Jr
Virginia,VA,2013 - 2014,American Congress of Obstetricians & Gynecologyists (Virginia Chapter),4264.0,Kenneth G. Hutcheson,Nicole L Pugar
Virginia,VA,2013 - 2014,American Council of Engineering Companies in Virginia,20195.74,Patrick A. Cushing,Reginald N Jones
Virginia,VA,2013 - 2014,American Council of Life Insurers,20100.0,Reginald N Jones,Patrick A. Cushing
Virginia,VA,2013 - 2014,American Diabetes Association,2712.0,Luis Maldonado,Veronica De La Garza
Virginia,VA,2013 - 2014,American Express Company,3425.0,Anne Leigh Kerr
Virginia,VA,2013 - 2014,"American HealthCare, LLC",3235.0,Theodore F. Adams III,Frank B Atkinson
Virginia,VA,2013 - 2014,"American Heart Assoc, Va Affiliates",3225.0,Lauren Bull Schmitt,Aimee Perron Seibert
Virginia,VA,2013 - 2014,American Heart Association,6975.0,Christopher Jorge Ramos
Virginia,VA,2013 - 2014,American Insurance Assoc,15000.0,robert taylor cosby
Virginia,VA,2013 - 2014,"American Massage Therapy Association, Virginia Chapter",1850.0,Rebecca Bowers-Lanier
Virginia,VA,2013 - 2014,American Petroleum Institute,1700.0,Michael Ward
Virginia,VA,2013 - 2014,"American Promotional Events, Inc.",0.0,Christopher J. Whyte
Virginia,VA,2013 - 2014,"American Promotional Events, Inc.",25063.0,H. Benson Dendy III,Philip F. Abraham
Virginia,VA,2013 - 2014,"American Promotional Events, Inc.",0.0,M. David Skiles
Virginia,VA,2013 - 2014,American Resort Development Association,6000.0,Christopher R. Nolen,Jerry W. Kilgore,Theodore F. Adams III
Virginia,VA,2013 - 2014,American Society for the Prevention of Cruelty to Animals (ASPCA),1775.69,Chloe Waterman
Virginia,VA,2013 - 2014,American Suntanning Association,15150.0,James T. Hoffman,Christine J. Davis,Charles J. Davis III
Virginia,VA,2013 - 2014,Americans for Prosperity,397630.1,Tyler James Voigt,"Erin ""Alex"" Stanley",Jonathan Brown,Lauren Luxenburg,Sean Lansing
Virginia,VA,2013 - 2014,Americans for Prosperity,66844.36,David Schwartz,Benjamin J. Knotts,Meagan  Michelle  Stroud,Matt Hall,Jacob Jennings Gunther
Virginia,VA,2013 - 2014,Americans for Prosperity,1130.88,Marcia Graham Jaworowski,John Travis Sterling
Virginia,VA,2013 - 2014,Americans for Prosperity,6824.22,William Zimmerman
Virginia,VA,2013 - 2014,Americans for Tax Reform,0.0,Paul Edmund Blair Jr
Virginia,VA,2013 - 2014,Americans United for Separation of Church and State,54000.0,Amrita Singh
Virginia,VA,2013 - 2014,America's Health Insurance Plans,20050.0,Robert T. Baratta
Virginia,VA,2013 - 2014,Amgen,22842.43,Deron Johnson
Virginia,VA,2013 - 2014,Amgen,4150.0,William Scott Johnson,Tyler Cox
Virginia,VA,2013 - 2014,An Achievable Dream,6225.0,Tripp Perrin,Charles R. Duvall Jr.
Virginia,VA,2013 - 2014,"An Achievable Dream, Inc",43487.0,Lindsey Carney,Alan A. Diamonstein,Laura M. Bateman
Virginia,VA,2013 - 2014,Angel Fund,394.2,Lu Ann McNabb
Virginia,VA,2013 - 2014,"Anheuser-Busch Companies, Inc.",3216.0,Kenneth G. Hutcheson,John W. Daniel II
Virginia,VA,2013 - 2014,Anthem Blue Cross and Blue Shield,107575.0,Lindsay Alyce Berry,Donald C. Gehring,Charles Guthridge,J.D. Morgan Guthridge
Virginia,VA,2013 - 2014,Anthem/Blue Cross Blue Shield,20050.0,Robert T. Baratta
Virginia,VA,2013 - 2014,"AOL, Inc.",25100.0,Reginald N Jones,Patrick A. Cushing
Virginia,VA,2013 - 2014,Apartment and Office Building Association of Metropolitan Washington,57657.52,Brian Gordon
Virginia,VA,2013 - 2014,"Apollo Education Group, Inc.",1100.0,Davis C Rennolds,Mark T. Bowles
Virginia,VA,2013 - 2014,Apollo Group-University of Phoenix,0.0,James W. Dyke Jr.
Virginia,VA,2013 - 2014,Appalachian Power,0.0,Ronald J Jefferson,Mark E Dempsey
Virginia,VA,2013 - 2014,Appalachian Power,0.0,Mary Catherine Hoyt
Virginia,VA,2013 - 2014,Appalachian Power,42329.0,Harry J Jones
Virginia,VA,2013 - 2014,Appalachian Power,0.0,Mary L Begley
Virginia,VA,2013 - 2014,Appalachian Power,0.0,Larry E Jackson
Virginia,VA,2013 - 2014,Appalachian Power Company,36533.53,Robert W. Shinn,Julie K. Rautio,Beatriz Gonzalez,Kelli Gaudreau,Philip Boykin,Michelle Frank,Myles Louria,Whittington Clement
Virginia,VA,2013 - 2014,Appalachian Voices,127.0,Hannah Wiegard
Virginia,VA,2013 - 2014,"Applus Technologies, Inc. c/o Multistate Associates",1528.57,Michael Carlin,Mindy Williams Carlin
Virginia,VA,2013 - 2014,"Aqua America c/o MultiState Associates, Inc.",579.41,H. Benson Dendy III
Virginia,VA,2013 - 2014,"Aqua America C/o MultiState Associates, Inc.",0.0,Philip F. Abraham
Virginia,VA,2013 - 2014,Aqua Maof ,50.0,Matthew Benka
Virginia,VA,2013 - 2014,ARDA-ROC,6000.0,Theodore F. Adams III,Jerry Kilgore,Christopher Nolen
Virginia,VA,2013 - 2014,Arlington County Government,31835.82,Patricia  Carroll
Virginia,VA,2013 - 2014,Arlington County Public Schools,18343.08,Lilla Wise
Virginia,VA,2013 - 2014,"Associated Builders & Contractors, Inc - Va Chapter",15050.0,Julia C. Hammond
Virginia,VA,2013 - 2014,"Associated Builders and Contractors-Virginia Chapter, Inc.",23970.0,Harold B. Kelly
Virginia,VA,2013 - 2014,"Associated Distributors, LLC / The Charmer Sunbelt Group",5895.0,Jeff D. Smith III,Jeff D. Smith IV
Virginia,VA,2013 - 2014,"Associated General Contractors of Virginia, Inc.",16527.64,Steven Vermillion,Ralph L. Axselle,Katherine W Payne
Virginia,VA,2013 - 2014,Association of Community Based Service Providers (ACBSP),1476.0,William Scott Johnson,Tyler Cox,Charles R. Duvall Jr.
Virginia,VA,2013 - 2014,"Association of Community Pharmacists, Inc",4100.0,Alexander Macaulay,Hunter Jamerson
Virginia,VA,2013 - 2014,Association of Independent Adult Care Homes of Virginia,50.0,David Hartford Shephard
Virginia,VA,2013 - 2014,Association of Independent Funeral Homes of Virginia (IFHV),52290.0,Bruce Bennett Keeney Jr.,Bruce Bennett Keeney Sr
Virginia,VA,2013 - 2014,Association of Surgical Assistants,5256.25,Michele Satterlund,Hunter Jamerson
Virginia,VA,2013 - 2014,Association of Surgical Technologists,5256.25,Michele Satterlund,Hunter Jamerson
Virginia,VA,2013 - 2014,Associations Inc.,50.0,Felix Sarfo-Kantanka Jr.
Virginia,VA,2013 - 2014,"Associations, Inc.",5386.0,Theodore F. Adams III
Virginia,VA,2013 - 2014,"AstraZeneca Pharmaceuticals, LP",200.0,Ralston King,Maria Firvida
Virginia,VA,2013 - 2014,AT&T,50050.0,Madeline I Abbitt
Virginia,VA,2013 - 2014,AT&T,8050.0,Vince Apruzzese
Virginia,VA,2013 - 2014,Augusta County,1749.0,Jane Haycock Woods
Virginia,VA,2013 - 2014,Augusta Health,10150.0,Beatriz Gonzalez,Robert T. Baratta,Andrew M. Vehorn
Virginia,VA,2013 - 2014,Automated HealthCare Soultions,27584.99,Martin Guy Rohling
Virginia,VA,2013 - 2014,"Avaya, Inc",4604.4,Daniel G.''Bud'' Oakey,R Ronald Jordan
Virginia,VA,2013 - 2014,Balfour Beatty Construction,2941.16,Genera J. Peck,Tracy M. Baynard,Christopher Lloyd
Virginia,VA,2013 - 2014,"Ballato Law Firm, P.C.",550.0,Stephen  D. Haner
Virginia,VA,2013 - 2014,Bank of America Corporation,11620.35,Kelly Whitley
Virginia,VA,2013 - 2014,Baxter Healthcare Corporation,100.0,Lori Sims,Jed Perry
Virginia,VA,2013 - 2014,Bayer Corporation,50.0,Edwin G Ingram
Virginia,VA,2013 - 2014,Biogen Idec,1247.2,Michael McBrierty
Virginia,VA,2013 - 2014,"Bird Haven Lake, LLC",11971.0,L. Preston Bryant
Virginia,VA,2013 - 2014,Blue Ridge Juvenile Detention Center,1600.0,Roger Wiley
Virginia,VA,2013 - 2014,BLUE RIDGE POWER AGENCY,586.59,DUANE S DAHLQUIST
Virginia,VA,2013 - 2014,Blue Ridge Regional Jail Authority,2050.0,William Hefty
Virginia,VA,2013 - 2014,Blue Ridge Regional Jail Authority,2050.0,Roger Wiley
Virginia,VA,2013 - 2014,"Bluefield College/Tazwell County, VA",26550.0,Carthan F. Currin III
Virginia,VA,2013 - 2014,Boehringer Ingelheim,55050.0,Martin Kevan Johnson
Virginia,VA,2013 - 2014,"Boehringer Ingelheim Pharmaceuticals, Inc.",32063.5,Jane Weirich
Virginia,VA,2013 - 2014,Bon Secours Hampton Roads Health System,50.0,John R. Langlois Jr.
Virginia,VA,2013 - 2014,"Bon Secours Health System, Inc.",18225.0,May H. Fox
Virginia,VA,2013 - 2014,Bon Secours Richmond Health System,57902.69,James W. Dunn
Virginia,VA,2013 - 2014,Bon Secours Virginia Health System,51173.0,Thomas A Prevette
Virginia,VA,2013 - 2014,Brain Injury Association of Virginia,3789.45,Anne Harrah McDonnell,Rebecca Bowers-Lanier
Virginia,VA,2013 - 2014,"Branch Highways, Inc.",15545.0,Ralph L. Axselle,Katherine W Payne
Virginia,VA,2013 - 2014,"Bristol-Myers Squibb, Inc.",33998.34,J Kenneth Klinge
Virginia,VA,2013 - 2014,Bryant and Stratton College,69470.0,John R. Langlois Jr.,Thomas A Prevette
Virginia,VA,2013 - 2014,BVU Authority,150.0,John T. Heard,Thornton L. Newlon,W Thomas Hudson
Virginia,VA,2013 - 2014,"Cal-Tex Protective Coatings, Inc.",5050.0,Matt Benedetti
Virginia,VA,2013 - 2014,Calvert Education Services,2250.0,Kenneth G. Hutcheson,Patrick A. Cushing
Virginia,VA,2013 - 2014,Campaign for the Fair Sentencing of Youth,12300.0,James Lee Dold
Virginia,VA,2013 - 2014,"Canadian Bank Note Company, Limited",50.0,Frederick P Helm
Virginia,VA,2013 - 2014,Capital One Financial Corporation,36851.0,Steven DeLuca
Virginia,VA,2013 - 2014,"Capital Realty and Investment Company, L.L.C.",150.0,Martin Kevan Johnson,John G Dicks
Virginia,VA,2013 - 2014,Capital Region Airport Commission,10300.0,Ralph L. Axselle,Katherine W Payne
Virginia,VA,2013 - 2014,"Capital Results, LLC",11036.34,Jay T. Smith
Virginia,VA,2013 - 2014,CareFirst BlueCross Blue Shield,9203.33,Philip Boykin,Myles Louria
Virginia,VA,2013 - 2014,CareFirst BlueCross BlueShield,18550.0,Tonya Kinlow
Virginia,VA,2013 - 2014,Carilion Clinic,45736.71,Mark S. Lawrence
Virginia,VA,2013 - 2014,"CarMax Business Services, LLC",7150.0,Anne Leigh Kerr,Clark H Lewis,Michael W Woods
Virginia,VA,2013 - 2014,Center for Innovative Technology,200.0,Jeffrey S. Palmore,Edward A.  Mullen
Virginia,VA,2013 - 2014,Center for Rural Virginia,42676.14,Christy Tomlinson Morton
Virginia,VA,2013 - 2014,CenterPoint Properties,12600.0,Clark H Lewis,Michael W Woods
Virginia,VA,2013 - 2014,Central Virginia Regional Jail,1726.27,Michael L Edwards,Marianne M Radcliff
Virginia,VA,2013 - 2014,CenturyLink,53956.729999999996,Sarah Hardin,John G Dicks,Martin Kevan Johnson,Richard Schollmann
Virginia,VA,2013 - 2014,CGI Technologies and Solutions,37797.5,Christopher Nolen,Tracy M. Baynard,Frank B Atkinson,Michael Thomas
Virginia,VA,2013 - 2014,Chaparral Virginia Inc,100.0,Katherine W Payne,R. Brian Ball
Virginia,VA,2013 - 2014,"Check Into Cash, Inc.",36555.07,Robert T. Baratta,Miles Morin
Virginia,VA,2013 - 2014,Chesapeake Bay Bridge Tunnel Commission,1148.84,Marianne M Radcliff,John-Garrett Kemper
Virginia,VA,2013 - 2014,Chesapeake Bay Foundation,42248.46000000001,Ann Jennings,Elizabeth Ronston,Christina Everett,John Fowler,Aimee Bushman,Margaret Sanner,Ann Jurczyk,Charles Epes,J. Tanner Council,Ronald Chris Moore,May H Fox
Virginia,VA,2013 - 2014,Chesapeake Bay Nutrient Land Trust LLC,0.0,Brent Fults
Virginia,VA,2013 - 2014,"Chesapeake Bay Nutrient Land Trust, LLC",4060.0,Shannon Varner
Virginia,VA,2013 - 2014,Chesapeake Climate Action Network,4300.0,Dawone Robinson
Virginia,VA,2013 - 2014,Chesterfield County,32005.0,Christine J. Davis,Charles J. Davis III,James T. Hoffman,Mary Ann Curtin
Virginia,VA,2013 - 2014,Chesterfield County Chamber of Commerce,4650.0,Mark B. Hubbard
Virginia,VA,2013 - 2014,Chesterfield County Public Schools,5550.0,Shawn Smith
Virginia,VA,2013 - 2014,Children's Advocacy Centers in Virginia,6050.0,William P. Elwood,Stan Tretiak
Virginia,VA,2013 - 2014,"Children's Health System, Inc",9347.62,Michael L Edwards,Joel Andrus,Kay Kemper,William Ross Grogg IV
Virginia,VA,2013 - 2014,Children's National Medical Center,6150.0,D. Calloway Whitehead III,Aimee Perron Seibert,Ralston King
Virginia,VA,2013 - 2014,"Cigar Association of America, Inc",7700.0,Martin Guy Rohling
Virginia,VA,2013 - 2014,Cintra,50.0,Matthew Benka
Virginia,VA,2013 - 2014,"Cisco Systems, Inc.",100.0,Mark T. Bowles,Tyler Bishop
Virginia,VA,2013 - 2014,Citigroup Management Corp,22600.0,Lindsay Walton,Alexander Macaulay
Virginia,VA,2013 - 2014,Citigroup Management Corp.,0.0,Robert G. Sweeney
Virginia,VA,2013 - 2014,Citizens for A Fort Monroe National Park,1487.5,Whittington Clement,Philip Boykin
Virginia,VA,2013 - 2014,Citizens for Self-Governance/Convention of States,3853.41,Rita Dunaway,Michael Farris
Virginia,VA,2013 - 2014,City of Alexandria,28090.99,Bernard Joseph Caton
Virginia,VA,2013 - 2014,City of Bristol Virginia,29300.0,Theodore F. Adams III,Christopher Nolen,Jerry W. Kilgore,John T. Heard,Thornton L. Newlon,W Thomas Hudson
Virginia,VA,2013 - 2014,City of Charlottesville School Board,20100.0,Michael W. Woods,Anne Leigh Kerr
Virginia,VA,2013 - 2014,City of Chesapeake,15254.0,Robert G. Crockett,R Ronald Jordan,Stan Tretiak
Virginia,VA,2013 - 2014,City of Chesapeake,14315.79,William Hefty,Mary Ann Saunders,Anna Maria D'antonio,Joann Payne
Virginia,VA,2013 - 2014,City of Chesapeake,23100.0,Roger Wiley,Jeffrey Gore
Virginia,VA,2013 - 2014,City of Chesapeake Public Schools,4342.0,Jean Anne Infantino,Kellie Anne Goral
Virginia,VA,2013 - 2014,City of Danville,2578.33,Whittington Clement
Virginia,VA,2013 - 2014,City of Fairfax,1645.0,John H Rust Jr,Jane Haycock Woods
Virginia,VA,2013 - 2014,City of Hampton,37320.21,Laura M. Bateman
Virginia,VA,2013 - 2014,City of Manassas,12050.0,Thomas A. Dick
Virginia,VA,2013 - 2014,City of Newport News,92366.3,Lindsey Carney,Laura M. Bateman,Charles D Crowson,Alan A. Diamonstein
Virginia,VA,2013 - 2014,"City of Newport News, Va",66534.56,Jerri Gale Wilson
Virginia,VA,2013 - 2014,City of Norfolk,67415.86,Joseph Jefferson  Keever,R Ronald Jordan,Robert G. Crockett,Michael L Edwards,Joel Andrus,Kay Kemper,John-Garrett Kemper,William Ross Grogg IV
Virginia,VA,2013 - 2014,"City of Norfolk, Virginia",60300.0,William Bryan Pennington Jr
Virginia,VA,2013 - 2014,City of Petersburg,0.0,Eric J Finkbeiner
Virginia,VA,2013 - 2014,"City of Portsmouth, Virginia",17574.39,M. David Skiles,Sherri Lynn Neil,Petrina L. Jones,Richard K. Grossman
Virginia,VA,2013 - 2014,"City of Portsmouth, Virginia",16963.0,Philip F. Abraham,Christopher J. Whyte,H. Benson Dendy III
Virginia,VA,2013 - 2014,City of Richmond,5154.4,R Ronald Jordan
Virginia,VA,2013 - 2014,City of Richmond,7217.99,Jennifer MacDonald Wicker
Virginia,VA,2013 - 2014,"City of Roanoke, Vrginia",31050.0,Robert J Catron
Virginia,VA,2013 - 2014,City of Suffolk,54362.46,Sherry Hunt
Virginia,VA,2013 - 2014,City of Virginia Beach,61387.84,Angela Bezik,Julie Dime
Virginia,VA,2013 - 2014,City of Virginia Beach,70000.0,Ann Flandermeyer Kirwin
Virginia,VA,2013 - 2014,Civil War Trust,6377.83,Alexander Macaulay
Virginia,VA,2013 - 2014,Clerk of the Chesterfield Circuit Court,50.0,John G Dicks
Virginia,VA,2013 - 2014,Coalition for Procurement Reform,50.0,Scott Shufflebarger
Virginia,VA,2013 - 2014,Coalition for Procurement Reform,50.0,Matthew  Benka
Virginia,VA,2013 - 2014,Coalition of Ignition Interlock Manufacturers,30260.45,J. Christopher LaGow
Virginia,VA,2013 - 2014,Coalition to Stop Gun Violence,3438.95,Joshua Horwitz
Virginia,VA,2013 - 2014,Coalition/Educational Fund to Stop Gun Violence,6864.6,Lori Haas
Virginia,VA,2013 - 2014,College of American Pathologists,2100.0,Ralston King,D. Calloway Whitehead III
Virginia,VA,2013 - 2014,College of William and Mary Foundation,150.0,Tracy M. Baynard,Tyler Bishop,Michael Thomas
Virginia,VA,2013 - 2014,Colonial Downs,350.0,Laura M. Bateman
Virginia,VA,2013 - 2014,Colonial Downs,96137.98999999999,Eric J Finkbeiner,Lindsey Carney,Alan A. Diamonstein,Jennifer M Walle
Virginia,VA,2013 - 2014,"Columbia Gas of Virginia, Inc.",21817.0,David W. Clarke,Brentley Archer
Virginia,VA,2013 - 2014,Comcast,23150.88,Robert Arthur Omberg
Virginia,VA,2013 - 2014,Comcast Cable,4720.0,William Scott  Johnson,Tyler Cox
Virginia,VA,2013 - 2014,Commisioners of the Revenue Association of Va,18091.3,Charles  D Crowson
Virginia,VA,2013 - 2014,"Commonwealth Autism Services, Inc",950.0,Rebecca Bowers-Lanier
Virginia,VA,2013 - 2014,"Commonwealth Fairs & Events, Inc.",550.0,John W. Daniel II,R. Brian Ball,Patrick A. Cushing
Virginia,VA,2013 - 2014,Commonwealth Midwives Alliance,950.0,Rebecca Bowers-Lanier
Virginia,VA,2013 - 2014,Community Association Institute Virginia Legislative Action Committee,12910.0,Dennis Patrick Gallagher,Tripp Perrin,Charles R. Duvall Jr.
Virginia,VA,2013 - 2014,Community Choice Financial,3850.0,Charles Guthridge,J.D. Morgan Guthridge
Virginia,VA,2013 - 2014,Community Education Centers,50.0,Felix Sarfo-Kantanka Jr.
Virginia,VA,2013 - 2014,"Community Energy, Inc.",498.5,Kenneth G. Hutcheson
Virginia,VA,2013 - 2014,Community Financial Services Association of America c/o MultiState Assoc.,10050.0,Reginald N. Jones
Virginia,VA,2013 - 2014,Community Futures Foundation,1210.1,Jason Young
Virginia,VA,2013 - 2014,Community Health Systems,4766.0,William Scott Johnson,Tyler Cox
Virginia,VA,2013 - 2014,Community Health Systems Professional Services Corporation,550.0,Charles R. Duvall Jr.
Virginia,VA,2013 - 2014,Community Loans of America,37143.39,George Murphy,William Scott Johnson,Charles R. Duvall Jr.,Tyler Cox
Virginia,VA,2013 - 2014,Comprehensive Health Investment Project - Virginia,3050.0,Stephen  D. Haner
Virginia,VA,2013 - 2014,Computer Aid Inc,60620.0,Eric J Finkbeiner
Virginia,VA,2013 - 2014,Computer Communications Industry Association,11200.65,Christopher J. Whyte
Virginia,VA,2013 - 2014,Computerized Vehicle Registration,50.0,Frederick P Helm
Virginia,VA,2013 - 2014,"CONSOL Energy, Inc.",8270.29,Stephen A. Horton,Christopher Nolen,Mark T. Bowles
Virginia,VA,2013 - 2014,Consumer Data Industry Association,5669.39,Frederick P Helm,John-Garrett Kemper,William Ross Grogg IV
Virginia,VA,2013 - 2014,Consumer Healthcare Products Association,5150.0,William Scott Johnson,Tyler Cox
Virginia,VA,2013 - 2014,Corizon Health,60750.0,Eric J Finkbeiner
Virginia,VA,2013 - 2014,"Council of Independent Colleges in Virginia, Inc.",42865.16,Robert B. Lambeth Jr,Lisa M Ghidotti
Virginia,VA,2013 - 2014,"Council of Independent Colleges in Virginia, Inc.",20100.0,Reginald N. Jones,Katherine W Payne
Virginia,VA,2013 - 2014,Country Vintner,50.0,Mark T. Bowles
Virginia,VA,2013 - 2014,County of Bedford,3100.0,Michael W. Woods,Anne Leigh Kerr
Virginia,VA,2013 - 2014,"County of Hanover, Virginia",2128.5,Sterling E Rives III,Dennis A Walter
Virginia,VA,2013 - 2014,County of Henrico,13860.35,Cristol Klevinsky,Karen Adams,C Michael Schnurman Jr
Virginia,VA,2013 - 2014,County of James City,4157.0,Adam Kinsman,Diana Hutchens,Lola Rodriguez Perkins,Robert C Middaugh,Leo P.  Rogers,John Moorman
Virginia,VA,2013 - 2014,County of Prince William,70701.99,Robert J Catron,Tracy Gordon
Virginia,VA,2013 - 2014,County of Stafford,31589.0,Kenneth G. Hutcheson,Patrick A. Cushing
Virginia,VA,2013 - 2014,"County of York, Virginia",3300.0,James E Barnett
Virginia,VA,2013 - 2014,Covanta Energy Corporation,15875.9,Ralston King,D. Calloway Whitehead III,Scott  Henderson
Virginia,VA,2013 - 2014,Cox Communications,64625.0,Barrett Stork,Kathryn Falk
Virginia,VA,2013 - 2014,CPV Smyth Generation Company LLC,28112.0,Kenneth G. Hutcheson,William Scott Johnson,Tyler Cox,Dennis Patrick Gallagher,Tripp Perrin,Charles R. Duvall Jr.,Reginald N. Jones,Katherine W Payne,Ralph L. Axselle,Cathie J France
Virginia,VA,2013 - 2014,Crater Planning District Commission,1527.14,Martha A. Burton
Virginia,VA,2013 - 2014,Crater Youth Care Commission,1675.0,Jeffrey Gore
Virginia,VA,2013 - 2014,CSX Transportation Inc.,16550.0,Bryan Michael Rhode
Virginia,VA,2013 - 2014,"CSX Transportation, Inc",26050.0,Robert W. Shinn
Virginia,VA,2013 - 2014,CVS/Caremark RX,60150.0,Eric J Finkbeiner
Virginia,VA,2013 - 2014,D3 LLC,45891.25,Robert Christian Rickers,David Saunders Mr.
Virginia,VA,2013 - 2014,"Daniel & Company, Inc.",2921.76,Herschel Von Keller
Virginia,VA,2013 - 2014,David Mould,33982.0,Michael J Cooper
Virginia,VA,2013 - 2014,DaVita Inc,200.0,Joel Andrus,Frederick P Helm,John-Garrett Kemper,William Ross Grogg IV
Virginia,VA,2013 - 2014,"Dell, Inc",4906.4,Daniel G.''Bud'' Oakey
Virginia,VA,2013 - 2014,Delta Dental of Virginia,9971.0,Christopher E Pyle,J.D. Morgan Guthridge
Virginia,VA,2013 - 2014,DentaQuest,40100.0,Nicole L Pugar,Reginald N Jones
Virginia,VA,2013 - 2014,Diageo North America,30100.0,Julia C. Hammond,May H. Fox,Thomas A. Lisk
