2013,Louisiana Oil Marketers and Convenience Store Association,MARIA WOODYEAR BOWEN,4687.46875
2014,Louisiana Oil Marketers and Convenience Store Association,MARIA WOODYEAR BOWEN,4687.46875
2015,Louisiana Oil Marketers and Convenience Store Association,MARIA WOODYEAR BOWEN,4687.46875
2016,Louisiana Oil Marketers and Convenience Store Association,MARIA WOODYEAR BOWEN,4687.46875
2017,Louisiana Oil Marketers and Convenience Store Association,MARIA WOODYEAR BOWEN,4687.46875
2012,"Breazeale, Sachse & WIlson, LLP",JOSEPH PATRICK HEBERT,4166.5
2013,"Breazeale, Sachse & WIlson, LLP",JOSEPH PATRICK HEBERT,4166.5
2014,"Breazeale, Sachse & WIlson, LLP",JOSEPH PATRICK HEBERT,4166.5
2015,"Breazeale, Sachse & WIlson, LLP",JOSEPH PATRICK HEBERT,4166.5
2016,"Breazeale, Sachse & WIlson, LLP",JOSEPH PATRICK HEBERT,4166.5
2017,"Breazeale, Sachse & WIlson, LLP",JOSEPH PATRICK HEBERT,4166.5
2009,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2010,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2011,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2012,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2013,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2014,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2015,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2016,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2017,Bayer U.S. LLC,MARILYN B. ROBERTSON,2777.6666666666665
2009,Advocates for School Choice,WILLIAM ADAM HADDOX,18749.75
2010,Advocates for School Choice,WILLIAM ADAM HADDOX,18749.75
2009,All Children Matter-Louisiana,WILLIAM ADAM HADDOX,37499.5
2010,American Federation for Children,WILLIAM ADAM HADDOX,24999.833333333332
2011,American Federation for Children,WILLIAM ADAM HADDOX,24999.833333333332
2012,American Federation for Children,WILLIAM ADAM HADDOX,24999.833333333332
2009,Advocates for School Choice,WILLIE D LEWIS,18749.75
2010,Advocates for School Choice,WILLIE D LEWIS,18749.75
2009,All Children Matter-Louisiana,WILLIE D LEWIS,37499.5
2010,American Federation for Children,WILLIE D LEWIS,24999.833333333332
2011,American Federation for Children,WILLIE D LEWIS,24999.833333333332
2012,American Federation for Children,WILLIE D LEWIS,24999.833333333332
2009,Advocates for School Choice,TYRON DAVID PICARD,18749.75
2010,Advocates for School Choice,TYRON DAVID PICARD,18749.75
2009,All Children Matter-Louisiana,TYRON DAVID PICARD,37499.5
2010,American Federation for Children,TYRON DAVID PICARD,24999.833333333332
2011,American Federation for Children,TYRON DAVID PICARD,24999.833333333332
2012,American Federation for Children,TYRON DAVID PICARD,24999.833333333332
2009,Advocates for School Choice,KENNETH J. HILL,18749.75
2010,Advocates for School Choice,KENNETH J. HILL,18749.75
2009,All Children Matter-Louisiana,KENNETH J. HILL,37499.5
2010,American Federation for Children,KENNETH J. HILL,24999.833333333332
2011,American Federation for Children,KENNETH J. HILL,24999.833333333332
2012,American Federation for Children,KENNETH J. HILL,24999.833333333332
2009,Advocates for School Choice,NEDRA PATISON HADLEY,18749.75
2010,Advocates for School Choice,NEDRA PATISON HADLEY,18749.75
2009,All Children Matter-Louisiana,NEDRA PATISON HADLEY,37499.5
2010,American Federation for Children,NEDRA PATISON HADLEY,24999.833333333332
2011,American Federation for Children,NEDRA PATISON HADLEY,24999.833333333332
2012,American Federation for Children,NEDRA PATISON HADLEY,24999.833333333332
2009,Advocates for School Choice,KRISTY GRADDY MCKEARN,18749.75
2010,Advocates for School Choice,KRISTY GRADDY MCKEARN,18749.75
2009,All Children Matter-Louisiana,KRISTY GRADDY MCKEARN,37499.5
2010,American Federation for Children,KRISTY GRADDY MCKEARN,24999.833333333332
2011,American Federation for Children,KRISTY GRADDY MCKEARN,24999.833333333332
2012,American Federation for Children,KRISTY GRADDY MCKEARN,24999.833333333332
2009,Advocates for School Choice,BRENDA CARMENA LEFEBURE,18749.75
2010,Advocates for School Choice,BRENDA CARMENA LEFEBURE,18749.75
2009,All Children Matter-Louisiana,BRENDA CARMENA LEFEBURE,37499.5
2010,American Federation for Children,BRENDA CARMENA LEFEBURE,24999.833333333332
2011,American Federation for Children,BRENDA CARMENA LEFEBURE,24999.833333333332
2012,American Federation for Children,BRENDA CARMENA LEFEBURE,24999.833333333332
2009,Advocates for School Choice,LEE MICHAEL FAUCETTE,18749.75
2010,Advocates for School Choice,LEE MICHAEL FAUCETTE,18749.75
2009,All Children Matter-Louisiana,LEE MICHAEL FAUCETTE,37499.5
2010,American Federation for Children,LEE MICHAEL FAUCETTE,24999.833333333332
2011,American Federation for Children,LEE MICHAEL FAUCETTE,24999.833333333332
2012,American Federation for Children,LEE MICHAEL FAUCETTE,24999.833333333332
2009,Modular building Systems Association,DENNIS PAUL CABALLERO,74999.5
2010,"CB Richard Ellis, Inc.",J. CHRISTOPHER PILLEY,24999.0
2009,"MedSolutions, Inc.",J. CHRISTOPHER PILLEY,12499.5
2010,"MedSolutions, Inc.",J. CHRISTOPHER PILLEY,12499.5
2009,"Promise Healthcare, Inc.",J. CHRISTOPHER PILLEY,74999.5
2009,Unisys Corporation,J. CHRISTOPHER PILLEY,87499.75
2010,Unisys Corporation,J. CHRISTOPHER PILLEY,87499.75
2009,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2010,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2011,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2012,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2013,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2014,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2015,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2016,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2017,Louisiana Press Association,BRITTON KENNETH LOFTIN,2777.6666666666665
2009,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2010,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2011,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2012,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2013,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2014,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2015,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2016,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2017,Louisiana Press Association,KENNETH EARL ALEXANDER,2777.6666666666665
2009,"Prison Health Services
",JIM W FUNK,74999.5
2009,"Prison Health Services
EMERALD COMPANIES
APOTHECARY SHOPS
LARRS
CHEVRON
The Sandi Group",JIM W FUNK,37499.5
2009,none,CELESTE  HOOD,12499.5
2010,none,CELESTE  HOOD,12499.5
2009,Advocates for School Choice,LEE CLAYTON MADDEN,18749.75
2010,Advocates for School Choice,LEE CLAYTON MADDEN,18749.75
2010,American Federation for Children,LEE CLAYTON MADDEN,6249.916666666667
2011,American Federation for Children,LEE CLAYTON MADDEN,6249.916666666667
2012,American Federation for Children,LEE CLAYTON MADDEN,6249.916666666667
2013,American Federation for Children,LEE CLAYTON MADDEN,6249.916666666667
2014,American Federation for Children,LEE CLAYTON MADDEN,6249.916666666667
2015,American Federation for Children,LEE CLAYTON MADDEN,6249.916666666667
2009,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2010,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2011,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2012,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2013,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2014,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2015,Black Alliance for Educational Options,LEE CLAYTON MADDEN,3571.285714285714
2009,Advocates for School Choice,NATALIE BABIN ISAACKS,18749.75
2010,Advocates for School Choice,NATALIE BABIN ISAACKS,18749.75
2010,American Federation for Children,NATALIE BABIN ISAACKS,6249.916666666667
2011,American Federation for Children,NATALIE BABIN ISAACKS,6249.916666666667
2012,American Federation for Children,NATALIE BABIN ISAACKS,6249.916666666667
2013,American Federation for Children,NATALIE BABIN ISAACKS,6249.916666666667
2014,American Federation for Children,NATALIE BABIN ISAACKS,6249.916666666667
2015,American Federation for Children,NATALIE BABIN ISAACKS,6249.916666666667
2009,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2010,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2011,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2012,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2013,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2014,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2015,Black Alliance for Educational Options,NATALIE BABIN ISAACKS,3571.285714285714
2009,"LifeLock, Inc",JASON LAWRENCE UNGER,12499.5
2010,"LifeLock, Inc",JASON LAWRENCE UNGER,12499.5
2009,"LifeLock, Inc",BLAKE KILPATRICK COOPER,12499.5
2010,"LifeLock, Inc",BLAKE KILPATRICK COOPER,12499.5
2009,"LifeLock, Inc",STEVEN R SNYDER,12499.5
2010,"LifeLock, Inc",STEVEN R SNYDER,12499.5
2009,"LifeLock, Inc",JOHN GARY BARRETT,12499.5
2010,"LifeLock, Inc",JOHN GARY BARRETT,12499.5
2009,"LifeLock, Inc",STEPHEN A CLAIBORN,12499.5
2010,"LifeLock, Inc",STEPHEN A CLAIBORN,12499.5
2009,"LifeLock, Inc",MARK Z. DAWES,12499.5
2010,"LifeLock, Inc",MARK Z. DAWES,12499.5
2009,"LifeLock, Inc",PAMELA ANN MITCHELL,12499.5
2010,"LifeLock, Inc",PAMELA ANN MITCHELL,12499.5
2009,"LifeLock, Inc",MARK R SMITH,12499.5
2010,"LifeLock, Inc",MARK R SMITH,12499.5
2009,Temple-Inland Inc.,DICKIE WAYNE PATTERSON,6249.75
2010,Temple-Inland Inc.,DICKIE WAYNE PATTERSON,6249.75
2011,Temple-Inland Inc.,DICKIE WAYNE PATTERSON,6249.75
2012,Temple-Inland Inc.,DICKIE WAYNE PATTERSON,6249.75
2009,Temple-Inland Inc.,PERRY ROGER STAUB,6249.75
2010,Temple-Inland Inc.,PERRY ROGER STAUB,6249.75
2011,Temple-Inland Inc.,PERRY ROGER STAUB,6249.75
2012,Temple-Inland Inc.,PERRY ROGER STAUB,6249.75
2009,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2010,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2011,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2012,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2013,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2014,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2015,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2016,Louisiana Oil & Gas Association,HOLLY JACQUES TURNER,4687.4375
2009,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2010,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2011,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2012,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2013,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2014,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2015,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2016,Louisiana Oil & Gas Association,WARREN TRENT DEKINDER,4687.4375
2009,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2010,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2011,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2012,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2013,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2014,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2015,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2016,Louisiana Oil & Gas Association,BRIAN COLE FAHRENTHOLD,4687.4375
2009,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2010,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2011,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2012,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2013,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2014,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2015,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2016,Louisiana Oil & Gas Association,CHAD B CORNETT,4687.4375
2009,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2010,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2011,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2012,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2013,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2014,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2015,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2016,Louisiana Oil & Gas Association,RONALD PAUL BRIGGS,4687.4375
2009,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2010,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2011,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2012,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2013,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2014,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2015,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2016,Louisiana Oil & Gas Association,JOSEPH MICHAEL MINADEO,4687.4375
2009,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2010,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2011,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2012,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2013,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2014,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2015,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2016,Louisiana Oil & Gas Association,GREGORY  FROST,4687.4375
2009,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2010,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2011,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2012,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2013,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2014,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2015,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2016,Louisiana Oil & Gas Association,MARY ANN COLEMAN,4687.4375
2009,Biomedical Research Foundation,JACK MARK STOLIER,8333.0
2010,Biomedical Research Foundation,JACK MARK STOLIER,8333.0
2011,Biomedical Research Foundation,JACK MARK STOLIER,8333.0
2009,Cash America ,JACK MARK STOLIER,8333.0
2010,Cash America ,JACK MARK STOLIER,8333.0
2011,Cash America ,JACK MARK STOLIER,8333.0
2009,Cash America International,JACK MARK STOLIER,24999.0
2015,Center Point Energy ,JACK MARK STOLIER,24999.0
2013,City of Shreveport ,JACK MARK STOLIER,8333.0
2014,City of Shreveport ,JACK MARK STOLIER,8333.0
2015,City of Shreveport ,JACK MARK STOLIER,8333.0
2009,Biomedical Research Foundation,WALTER WYNN LAWRENCE,8333.0
2010,Biomedical Research Foundation,WALTER WYNN LAWRENCE,8333.0
2011,Biomedical Research Foundation,WALTER WYNN LAWRENCE,8333.0
2009,Cash America ,WALTER WYNN LAWRENCE,8333.0
2010,Cash America ,WALTER WYNN LAWRENCE,8333.0
2011,Cash America ,WALTER WYNN LAWRENCE,8333.0
2009,Cash America International,WALTER WYNN LAWRENCE,24999.0
2015,Center Point Energy ,WALTER WYNN LAWRENCE,24999.0
2013,City of Shreveport ,WALTER WYNN LAWRENCE,8333.0
2014,City of Shreveport ,WALTER WYNN LAWRENCE,8333.0
2015,City of Shreveport ,WALTER WYNN LAWRENCE,8333.0
2009,Biomedical Research Foundation,DARLENE NONE FIELDS,8333.0
2010,Biomedical Research Foundation,DARLENE NONE FIELDS,8333.0
2011,Biomedical Research Foundation,DARLENE NONE FIELDS,8333.0
2009,Cash America ,DARLENE NONE FIELDS,8333.0
2010,Cash America ,DARLENE NONE FIELDS,8333.0
2011,Cash America ,DARLENE NONE FIELDS,8333.0
2009,Cash America International,DARLENE NONE FIELDS,24999.0
2015,Center Point Energy ,DARLENE NONE FIELDS,24999.0
2013,City of Shreveport ,DARLENE NONE FIELDS,8333.0
2014,City of Shreveport ,DARLENE NONE FIELDS,8333.0
2015,City of Shreveport ,DARLENE NONE FIELDS,8333.0
2009,Aetna Schaller Anderson,MICHAEL DALE MORRIS,74999.5
2009,Centenary College of Louisiana,MICHAEL DALE MORRIS,74999.5
2009,"Guglielmo, Marks, Schutte, Terhoeve & Love",MICHAEL DALE MORRIS,74999.5
2009,Ipsiti,MICHAEL DALE MORRIS,74999.5
2009,Microsoft Corporation,MICHAEL DALE MORRIS,37499.5
2009,Aetna Schaller Anderson,GIFFORD ASHLEY BRIGGS,74999.5
2009,Centenary College of Louisiana,GIFFORD ASHLEY BRIGGS,74999.5
2009,"Guglielmo, Marks, Schutte, Terhoeve & Love",GIFFORD ASHLEY BRIGGS,74999.5
2009,Ipsiti,GIFFORD ASHLEY BRIGGS,74999.5
2009,Microsoft Corporation,GIFFORD ASHLEY BRIGGS,37499.5
2009,Aetna Schaller Anderson,RYAN KEEFER HAYNIE,74999.5
2009,Centenary College of Louisiana,RYAN KEEFER HAYNIE,74999.5
2009,"Guglielmo, Marks, Schutte, Terhoeve & Love",RYAN KEEFER HAYNIE,74999.5
2009,Ipsiti,RYAN KEEFER HAYNIE,74999.5
2009,Microsoft Corporation,RYAN KEEFER HAYNIE,37499.5
2009,Nomura Asset Management U.S.A. Inc.,JAMES M HAMILTON,12499.5
2010,Nomura Asset Management U.S.A. Inc.,JAMES M HAMILTON,12499.5
2009,"Nomura Corporate Research & Asset Management, Inc.",JAMES M HAMILTON,12499.5
2010,"Nomura Corporate Research & Asset Management, Inc.",JAMES M HAMILTON,12499.5
2009,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2010,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2011,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2012,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2013,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2014,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2015,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2016,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2017,United Services Automobile Association,ROBERT G. SAMFORD,4166.611111111111
2014,"AstraZeneca Pharmaceuticals, LP",KEVIN PERNELL CHAVOUS,24999.0
2007,"MedImmune, LLC",KEVIN PERNELL CHAVOUS,58333.166666666664
2008,"MedImmune, LLC",KEVIN PERNELL CHAVOUS,58333.166666666664
2009,"MedImmune, LLC",KEVIN PERNELL CHAVOUS,58333.166666666664
2009,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2010,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2011,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2012,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2013,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2014,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2015,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2016,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2017,"AT&T, Inc.",JAMES SAMUEL BURLAND,2777.6666666666665
2011,Bayou State Pharmacy,JAMES SAMUEL BURLAND,12499.5
2012,Bayou State Pharmacy,JAMES SAMUEL BURLAND,12499.5
2010,Calcasieu Refining Company,JAMES SAMUEL BURLAND,8333.0
2011,Calcasieu Refining Company,JAMES SAMUEL BURLAND,8333.0
2012,Calcasieu Refining Company,JAMES SAMUEL BURLAND,8333.0
2011,CatmaranRx,JAMES SAMUEL BURLAND,4166.5
2012,CatmaranRx,JAMES SAMUEL BURLAND,4166.5
2013,CatmaranRx,JAMES SAMUEL BURLAND,4166.5
2014,CatmaranRx,JAMES SAMUEL BURLAND,4166.5
2015,CatmaranRx,JAMES SAMUEL BURLAND,4166.5
2016,CatmaranRx,JAMES SAMUEL BURLAND,4166.5
2009,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2010,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2011,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2012,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2013,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2014,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2015,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2016,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2017,Farm Bureau Insurance,JAMES SAMUEL BURLAND,2777.6666666666665
2009,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2010,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2011,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2012,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2013,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2014,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2015,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2016,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2017,"AT&T, Inc.",DONALD GIFFORD BRIGGS,2777.6666666666665
2011,Bayou State Pharmacy,DONALD GIFFORD BRIGGS,12499.5
2012,Bayou State Pharmacy,DONALD GIFFORD BRIGGS,12499.5
2010,Calcasieu Refining Company,DONALD GIFFORD BRIGGS,8333.0
2011,Calcasieu Refining Company,DONALD GIFFORD BRIGGS,8333.0
2012,Calcasieu Refining Company,DONALD GIFFORD BRIGGS,8333.0
2011,CatmaranRx,DONALD GIFFORD BRIGGS,4166.5
2012,CatmaranRx,DONALD GIFFORD BRIGGS,4166.5
2013,CatmaranRx,DONALD GIFFORD BRIGGS,4166.5
2014,CatmaranRx,DONALD GIFFORD BRIGGS,4166.5
2015,CatmaranRx,DONALD GIFFORD BRIGGS,4166.5
2016,CatmaranRx,DONALD GIFFORD BRIGGS,4166.5
2009,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2010,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2011,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2012,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2013,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2014,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2015,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2016,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2017,Farm Bureau Insurance,DONALD GIFFORD BRIGGS,2777.6666666666665
2009,"AT&T, Inc.",MARKEY W PIERRE,2777.6666666666665
2010,"AT&T, Inc.",MARKEY W PIERRE,2777.6666666666665
2011,"AT&T, Inc.",MARKEY W PIERRE,2777.6666666666665
2012,"AT&T, Inc.",MARKEY W PIERRE,2777.6666666666665
