State,StateAbbr,Year,Client,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,EnCana Oil and Gas,John D. Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,USW,Bruce L. Hansen,Mathew Hamblin,Michael Burd,Monte H. Morlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Novartis Pharmaceutcals,Barbara A. Christensen-Boner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming State Grange,Carolyn L. Paseneaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Public Employees Association,Robert D. Kuchera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Bayer Corp Pharmaceutical Division,Judy R. Horton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Client,Lobbyist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Assisted Living Coalition,Mike Moser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Greater Yellowstone Coalition,Bobby B. Sybert,Stephanie A. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Small District Coalation,Bill McIlvain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,3M,Elizabeth Zerga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Child Development Services of Wyoming,Kathleen H. Orton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Planned Parenthood of Wyoming,Daniel J. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,AARP,Dwayne B. Trembly,Jan Alvaney,Ken J. Trowbridge,Timothy S. Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,ACLU,Fran Cadez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,AIG Insurance,Dan J. Lex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Fire Service,Thomas N. Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,March of Dimes,Linda S. Zimmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Medical Center,Sherlyn A. Kaiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Association of REALTORS,Cynthia L. Biggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Primary Care Association,Patrick Monahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Alliance of Automobile Manufacturers,Dan B. Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Western States Learning Corporation,Mona L. Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,RT Communications,Michael S. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Fidelity Exploration Production Company,Brenda Ilg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,National Rifle Association - ILA,Carolyn L. Herbertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Press Association,Jim Angell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,U of W Alumni Assoc.,Roberta M. Darnall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,"American Nortel Communications, Inc.",Rin Karns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Landowners,Landowners Association of Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Education Association,Jason Mincer,Jean Hayek,Matt Kruse,Phillip F. Van Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Fire Assn.,Jeff S. Kehl,Timothy Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,United States States Smokeless Tobacco,Monte Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,YMCA,Nancy D. Freudenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Medical Society,Sheila W. Bush,Susie M. Pouliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,"Jona, Inc.",Mary Ann Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Student Loan Corporation,Phillip F. Van Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,TAP Pharmaceuticals,Paul C. Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,American Cancer Society,Marguerite A. Herman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,National Rifle Association of America,Randy J. Kozuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,St. Stephens Indian School,Judith A. Lorenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,"ACMS, LLC",William A. Urbigkit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Alliance for Marriage Foundation,Robert P. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Casper Re-Entry Center,Mathew Hamblin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Cheyenne Public Employees Assn.,Jason M. Sanchez,Nathan A. Beauheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Association of Pre-Hospital,Lauri A. Wemepn,"Wilmer Gay, III",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,WY,2006,Wyoming Wheat Growers Assn.,Marvin Casey Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
